tempo,origem,destino,msg_id,delivered,forward_util
2775,1,8,1-2-1,0,1
3455,1,6,1-2-1,0,1
4045,8,3,1-2-1,0,1
4050,3,8,1-2-1,0,0
4845,8,7,1-2-1,0,1
4850,7,8,1-2-1,0,0
4975,1,4,1-2-1,0,1
6685,1,6,1-2-1,0,0
6685,6,1,1-2-1,0,0
7000,8,6,1-2-1,0,0
7005,6,8,1-2-1,0,0
7060,3,8,1-2-1,0,0
7060,8,3,1-2-1,0,0
7195,8,5,1-2-1,0,1
7820,5,2,1-2-1,1,1
8345,7,5,1-2-1,0,0
9195,7,1,1-2-1,0,0
9200,1,7,1-2-1,0,0
9535,3,5,1-2-1,0,0
10245,6,1,1-2-1,0,0
10250,1,6,1-2-1,0,0
11285,4,8,1-2-1,0,0
11285,8,4,1-2-1,0,0
11380,4,2,1-2-1,0,0
12195,8,2,1-2-1,0,0
12565,7,4,1-2-1,0,0
12700,1,8,1-2-1,0,0
12815,6,7,1-2-1,0,0
12815,7,6,1-2-1,0,0
14330,1,4,1-2-1,0,0
14350,3,8,1-2-1,0,0
14755,3,5,1-2-1,0,0
14855,6,3,1-2-1,0,0
14860,3,6,1-2-1,0,0
14955,3,6,1-2-1,0,0
14965,6,3,1-2-1,0,0
15280,6,5,1-2-1,0,0
16080,1,4,1-2-1,0,0
16480,6,4,1-2-1,0,0
16625,6,3,1-2-1,0,0
16630,3,6,1-2-1,0,0
17735,1,8,1-2-1,0,0
18430,3,6,1-2-1,0,0
18435,6,3,1-2-1,0,0
19010,7,4,1-2-1,0,0
19465,7,1,1-2-1,0,0
19470,1,7,1-2-1,0,0
20280,1,4,1-2-1,0,0
20740,3,2,1-2-1,0,0
21865,6,2,1-2-1,0,0
22055,1,3,1-2-1,0,0
24385,7,2,1-2-1,0,0
26740,1,2,1-2-1,0,0
