tempo,origem,destino,msg_id,delivered,forward_util
3835,1,7,1-2-1,0,1
4415,7,5,1-2-1,0,1
5230,7,2,1-2-1,1,1
6135,1,6,1-2-1,0,1
6140,5,2,1-2-1,0,0
6150,6,1,1-2-1,0,0
7050,6,3,1-2-1,0,1
7505,6,8,1-2-1,0,1
8680,1,3,1-2-1,0,0
8705,3,1,1-2-1,0,0
9240,1,2,1-2-1,0,0
10560,6,7,1-2-1,0,0
10640,6,5,1-2-1,0,0
10710,6,2,1-2-1,0,0
11765,8,3,1-2-1,0,0
11770,3,8,1-2-1,0,0
12055,8,4,1-2-1,0,1
12210,3,2,1-2-1,0,0
15740,4,7,1-2-1,0,0
17175,4,6,1-2-1,0,0
18765,8,4,1-2-1,0,0
18770,4,8,1-2-1,0,0
19665,8,7,1-2-1,0,0
19765,8,2,1-2-1,0,0
20050,4,1,1-2-1,0,0
22800,4,1,1-2-1,0,0
27645,4,7,1-2-1,0,0
28845,4,8,1-2-1,0,0
29920,4,8,1-2-1,0,0
32985,4,7,1-2-1,0,0
37395,4,3,1-2-1,0,0
38000,4,5,1-2-1,0,0
38565,4,5,1-2-1,0,0
40420,4,3,1-2-1,0,0
41190,4,8,1-2-1,0,0
43530,4,6,1-2-1,0,0
43755,4,1,1-2-1,0,0
45560,4,7,1-2-1,0,0
45735,4,8,1-2-1,0,0
47435,4,3,1-2-1,0,0
47525,4,1,1-2-1,0,0
47685,4,5,1-2-1,0,0
47825,4,2,1-2-1,0,0
