tempo,origem,destino,msg_id,delivered,forward_util
1460,1,5,1-2-1,0,1
3085,1,8,1-2-1,0,1
3330,5,6,1-2-1,0,1
3790,6,2,1-2-1,1,1
4270,1,3,1-2-1,0,1
5150,3,2,1-2-1,0,0
5670,1,3,1-2-1,0,0
5920,8,3,1-2-1,0,0
6065,8,4,1-2-1,0,1
6510,5,2,1-2-1,0,0
6855,1,8,1-2-1,0,0
6855,8,1,1-2-1,0,0
7210,1,3,1-2-1,0,0
8280,8,2,1-2-1,0,0
8465,4,2,1-2-1,0,0
9085,1,3,1-2-1,0,0
12855,1,7,1-2-1,0,1
13895,7,5,1-2-1,0,0
14075,1,5,1-2-1,0,0
14855,7,8,1-2-1,0,0
17330,7,6,1-2-1,0,0
21965,7,8,1-2-1,0,0
23620,7,5,1-2-1,0,0
23890,7,5,1-2-1,0,0
24895,7,2,1-2-1,0,0
26995,1,4,1-2-1,0,0
27010,1,4,1-2-1,0,0
27035,1,4,1-2-1,0,0
27050,1,4,1-2-1,0,0
27065,1,4,1-2-1,0,0
27230,1,4,1-2-1,0,0
27780,1,5,1-2-1,0,0
28160,1,6,1-2-1,0,0
28390,1,3,1-2-1,0,0
30320,1,3,1-2-1,0,0
31540,1,5,1-2-1,0,0
32340,1,7,1-2-1,0,0
32545,1,6,1-2-1,0,0
34050,1,4,1-2-1,0,0
34740,1,7,1-2-1,0,0
36860,1,8,1-2-1,0,0
37120,1,5,1-2-1,0,0
41970,1,7,1-2-1,0,0
42350,1,6,1-2-1,0,0
44830,1,6,1-2-1,0,0
47350,1,6,1-2-1,0,0
47460,1,2,1-2-1,0,0
