tempo,origem,destino,msg_id,delivered,forward_util
465,1,7,1-2-1,0,1
685,7,6,1-2-1,0,1
690,6,7,1-2-1,0,0
1040,7,3,1-2-1,0,1
1895,3,8,1-2-1,0,1
2485,3,4,1-2-1,0,1
2505,7,2,1-2-1,1,1
2605,3,6,1-2-1,0,0
2605,6,3,1-2-1,0,0
2860,8,2,1-2-1,0,0
3290,6,7,1-2-1,0,0
3495,6,5,1-2-1,0,1
3525,5,3,1-2-1,0,0
3530,3,5,1-2-1,0,0
3630,6,3,1-2-1,0,0
3645,3,6,1-2-1,0,0
3680,3,6,1-2-1,0,0
3735,4,2,1-2-1,0,0
4190,3,8,1-2-1,0,0
5215,1,3,1-2-1,0,0
5215,3,1,1-2-1,0,0
5310,1,5,1-2-1,0,0
5310,5,1,1-2-1,0,0
6790,6,4,1-2-1,0,0
7060,6,1,1-2-1,0,0
7065,1,6,1-2-1,0,0
7115,5,1,1-2-1,0,0
7120,1,5,1-2-1,0,0
7145,5,6,1-2-1,0,0
7145,6,5,1-2-1,0,0
7595,3,2,1-2-1,0,0
8885,6,2,1-2-1,0,0
8955,1,3,1-2-1,0,0
13605,1,5,1-2-1,0,0
13605,5,1,1-2-1,0,0
13785,5,2,1-2-1,0,0
15990,1,2,1-2-1,0,0
