tempo,origem,destino,msg_id,delivered,forward_util
505,1,3,1-2-1,0,1
910,1,4,1-2-1,0,1
1225,4,5,1-2-1,0,1
1470,5,6,1-2-1,0,1
2225,4,2,1-2-1,1,1
2260,3,4,1-2-1,0,0
4170,6,3,1-2-1,0,0
4175,3,6,1-2-1,0,0
4825,3,5,1-2-1,0,0
4825,5,3,1-2-1,0,0
4980,5,2,1-2-1,0,0
6940,1,3,1-2-1,0,0
6940,3,1,1-2-1,0,0
7610,1,2,1-2-1,0,0
8010,3,8,1-2-1,0,1
9880,3,2,1-2-1,0,0
10425,8,1,1-2-1,0,0
11580,6,8,1-2-1,0,0
11580,8,6,1-2-1,0,0
11915,6,4,1-2-1,0,0
12155,8,4,1-2-1,0,0
12500,6,1,1-2-1,0,0
12705,6,7,1-2-1,0,1
13245,8,7,1-2-1,0,0
13250,7,8,1-2-1,0,0
13490,7,1,1-2-1,0,0
14375,6,1,1-2-1,0,0
14475,7,4,1-2-1,0,0
15990,7,3,1-2-1,0,0
16835,7,1,1-2-1,0,0
16940,7,3,1-2-1,0,0
17295,6,8,1-2-1,0,0
17295,8,6,1-2-1,0,0
18160,8,5,1-2-1,0,0
18330,8,3,1-2-1,0,0
18525,8,1,1-2-1,0,0
18535,7,4,1-2-1,0,0
19285,7,5,1-2-1,0,0
19695,7,1,1-2-1,0,0
19720,6,4,1-2-1,0,0
20405,7,3,1-2-1,0,0
20410,7,4,1-2-1,0,0
20505,7,1,1-2-1,0,0
21740,7,1,1-2-1,0,0
22325,6,4,1-2-1,0,0
22935,7,2,1-2-1,0,0
24065,6,5,1-2-1,0,0
24110,6,1,1-2-1,0,0
24930,6,4,1-2-1,0,0
26350,6,8,1-2-1,0,0
26350,8,6,1-2-1,0,0
27155,6,2,1-2-1,0,0
27840,8,2,1-2-1,0,0
