tempo,origem,destino,msg_id,delivered,forward_util
305,1,4,1-2-1,0,1
325,4,8,1-2-1,0,1
725,8,5,1-2-1,0,1
730,5,8,1-2-1,0,0
5490,5,6,1-2-1,0,1
6755,1,4,1-2-1,0,0
6755,4,1,1-2-1,0,0
7720,8,3,1-2-1,0,1
7760,8,7,1-2-1,0,1
7765,7,8,1-2-1,0,0
8860,6,3,1-2-1,0,0
8865,3,6,1-2-1,0,0
10300,6,3,1-2-1,0,0
10310,3,6,1-2-1,0,0
10780,6,2,1-2-1,1,1
10865,7,6,1-2-1,0,0
12635,1,7,1-2-1,0,0
12635,7,1,1-2-1,0,0
13345,8,7,1-2-1,0,0
13350,7,8,1-2-1,0,0
13545,3,7,1-2-1,0,0
13545,7,3,1-2-1,0,0
13645,3,1,1-2-1,0,0
13650,1,3,1-2-1,0,0
14030,3,5,1-2-1,0,0
14030,5,3,1-2-1,0,0
14200,5,7,1-2-1,0,0
14200,7,5,1-2-1,0,0
15370,5,6,1-2-1,0,0
15555,1,8,1-2-1,0,0
15555,8,1,1-2-1,0,0
15750,5,2,1-2-1,0,0
16375,4,6,1-2-1,0,0
16515,7,4,1-2-1,0,0
16520,4,7,1-2-1,0,0
16600,3,7,1-2-1,0,0
16600,7,3,1-2-1,0,0
17110,4,6,1-2-1,0,0
17760,7,3,1-2-1,0,0
17765,3,7,1-2-1,0,0
18350,1,2,1-2-1,0,0
18940,8,1,1-2-1,0,0
18950,8,6,1-2-1,0,0
19025,8,6,1-2-1,0,0
19405,8,7,1-2-1,0,0
19410,7,8,1-2-1,0,0
19685,7,5,1-2-1,0,0
19780,7,6,1-2-1,0,0
20275,4,7,1-2-1,0,0
20275,7,4,1-2-1,0,0
20440,3,6,1-2-1,0,0
22635,4,3,1-2-1,0,0
22640,3,4,1-2-1,0,0
22805,3,2,1-2-1,0,0
23105,7,6,1-2-1,0,0
23275,7,5,1-2-1,0,0
24630,8,3,1-2-1,0,0
25530,4,1,1-2-1,0,0
25810,8,3,1-2-1,0,0
25995,8,2,1-2-1,0,0
26880,4,8,1-2-1,0,0
27235,4,3,1-2-1,0,0
28120,7,3,1-2-1,0,0
28590,4,6,1-2-1,0,0
29910,7,5,1-2-1,0,0
31350,7,1,1-2-1,0,0
32500,7,2,1-2-1,0,0
35835,4,3,1-2-1,0,0
37610,4,7,1-2-1,0,0
38045,4,1,1-2-1,0,0
38745,4,8,1-2-1,0,0
38765,4,5,1-2-1,0,0
39965,4,8,1-2-1,0,0
41325,4,7,1-2-1,0,0
41610,4,8,1-2-1,0,0
45080,4,5,1-2-1,0,0
48305,4,8,1-2-1,0,0
