tempo,origem,destino,msg_id,delivered,forward_util
345,1,8,1-2-1,0,1
885,8,7,1-2-1,0,1
895,7,8,1-2-1,0,0
1285,1,2,1-2-1,1,1
1975,8,5,1-2-1,0,1
1980,5,8,1-2-1,0,0
2025,8,4,1-2-1,0,1
2030,4,8,1-2-1,0,0
2710,7,6,1-2-1,0,1
2820,7,8,1-2-1,0,0
2820,8,7,1-2-1,0,0
2895,6,1,1-2-1,0,0
3530,4,1,1-2-1,0,0
3805,7,1,1-2-1,0,0
4220,6,3,1-2-1,0,1
4225,3,6,1-2-1,0,0
4340,4,3,1-2-1,0,0
4345,3,4,1-2-1,0,0
4420,6,4,1-2-1,0,0
4425,4,6,1-2-1,0,0
5310,4,1,1-2-1,0,0
5905,7,1,1-2-1,0,0
5960,4,7,1-2-1,0,0
5960,7,4,1-2-1,0,0
6670,8,3,1-2-1,0,0
6675,3,8,1-2-1,0,0
6780,7,1,1-2-1,0,0
6880,7,1,1-2-1,0,0
7260,6,2,1-2-1,0,0
7710,3,8,1-2-1,0,0
7710,8,3,1-2-1,0,0
8775,4,2,1-2-1,0,0
9220,8,6,1-2-1,0,0
10075,3,4,1-2-1,0,0
10090,5,7,1-2-1,0,0
10090,7,5,1-2-1,0,0
10210,8,2,1-2-1,0,0
10330,5,4,1-2-1,0,0
12200,3,8,1-2-1,0,0
13205,5,4,1-2-1,0,0
13365,7,1,1-2-1,0,0
13390,7,8,1-2-1,0,0
13565,5,6,1-2-1,0,0
13605,5,1,1-2-1,0,0
13650,5,2,1-2-1,0,0
16465,7,1,1-2-1,0,0
17760,3,5,1-2-1,0,0
18720,3,5,1-2-1,0,0
20980,3,6,1-2-1,0,0
21835,7,6,1-2-1,0,0
24225,3,5,1-2-1,0,0
24245,7,6,1-2-1,0,0
26325,3,5,1-2-1,0,0
28080,7,8,1-2-1,0,0
30960,7,1,1-2-1,0,0
31800,3,6,1-2-1,0,0
34725,7,1,1-2-1,0,0
35055,7,1,1-2-1,0,0
35580,7,3,1-2-1,0,0
35585,3,7,1-2-1,0,0
35920,3,2,1-2-1,0,0
37905,7,6,1-2-1,0,0
39460,7,3,1-2-1,0,0
39465,7,5,1-2-1,0,0
40050,7,1,1-2-1,0,0
43630,7,4,1-2-1,0,0
43920,7,5,1-2-1,0,0
45270,7,3,1-2-1,0,0
47140,7,2,1-2-1,0,0
