tempo,origem,destino,msg_id,delivered,forward_util
1370,1,6,1-2-1,0,1
1455,6,8,1-2-1,0,1
1620,6,7,1-2-1,0,1
2670,6,2,1-2-1,1,1
3015,8,6,1-2-1,0,0
3120,1,4,1-2-1,0,1
3245,8,5,1-2-1,0,1
3330,8,2,1-2-1,0,0
4360,4,3,1-2-1,0,1
4365,3,4,1-2-1,0,0
4430,3,2,1-2-1,0,0
4460,4,6,1-2-1,0,0
4535,7,4,1-2-1,0,0
4540,4,7,1-2-1,0,0
4615,7,2,1-2-1,0,0
5090,4,2,1-2-1,0,0
5200,5,4,1-2-1,0,0
7045,1,3,1-2-1,0,0
11610,1,4,1-2-1,0,0
12175,1,6,1-2-1,0,0
13040,1,7,1-2-1,0,0
13145,1,5,1-2-1,0,0
14620,5,7,1-2-1,0,0
14625,5,6,1-2-1,0,0
15295,1,7,1-2-1,0,0
17820,5,4,1-2-1,0,0
18650,5,6,1-2-1,0,0
21210,1,2,1-2-1,0,0
22885,5,7,1-2-1,0,0
24825,5,6,1-2-1,0,0
24905,5,8,1-2-1,0,0
25995,5,4,1-2-1,0,0
27230,5,2,1-2-1,0,0
