tempo,origem,destino,msg_id,delivered,forward_util
120,1,5,1-2-1,0,1
610,5,4,1-2-1,0,1
1210,4,8,1-2-1,0,1
1280,4,2,1-2-1,1,1
2680,5,2,1-2-1,0,0
3030,1,7,1-2-1,0,1
3970,7,3,1-2-1,0,1
4310,8,2,1-2-1,0,0
5925,7,8,1-2-1,0,0
6310,1,3,1-2-1,0,0
6310,3,1,1-2-1,0,0
6970,7,5,1-2-1,0,0
7840,1,2,1-2-1,0,0
8585,3,1,1-2-1,0,0
8805,7,3,1-2-1,0,0
8810,3,7,1-2-1,0,0
10020,3,1,1-2-1,0,0
10740,3,2,1-2-1,0,0
11495,7,4,1-2-1,0,0
14010,7,5,1-2-1,0,0
14815,7,5,1-2-1,0,0
14990,7,1,1-2-1,0,0
15500,7,8,1-2-1,0,0
16305,7,2,1-2-1,0,0
