tempo,origem,destino,msg_id,delivered,forward_util
2535,1,4,1-2-1,0,1
3085,1,7,1-2-1,0,1
3110,4,8,1-2-1,0,1
3185,1,5,1-2-1,0,1
4390,8,7,1-2-1,0,0
4395,7,8,1-2-1,0,0
4815,7,5,1-2-1,0,0
4820,5,7,1-2-1,0,0
5075,7,1,1-2-1,0,0
5080,1,7,1-2-1,0,0
5365,8,4,1-2-1,0,0
5370,4,8,1-2-1,0,0
5560,4,7,1-2-1,0,0
5560,7,4,1-2-1,0,0
5600,1,6,1-2-1,0,1
5680,6,3,1-2-1,0,1
6455,6,8,1-2-1,0,0
6455,8,6,1-2-1,0,0
6780,3,2,1-2-1,1,1
7060,6,3,1-2-1,0,0
7075,8,1,1-2-1,0,0
7080,1,8,1-2-1,0,0
7160,7,2,1-2-1,0,0
7335,6,1,1-2-1,0,0
7340,1,6,1-2-1,0,0
8380,8,3,1-2-1,0,0
8535,8,4,1-2-1,0,0
8545,4,8,1-2-1,0,0
8650,8,4,1-2-1,0,0
8655,4,8,1-2-1,0,0
9445,6,5,1-2-1,0,0
9450,5,6,1-2-1,0,0
9550,5,7,1-2-1,0,0
10220,6,1,1-2-1,0,0
10340,6,2,1-2-1,0,0
10990,4,5,1-2-1,0,0
10990,5,4,1-2-1,0,0
11035,1,3,1-2-1,0,0
12270,5,7,1-2-1,0,0
12520,1,2,1-2-1,0,0
14215,8,3,1-2-1,0,0
14805,5,7,1-2-1,0,0
15035,4,6,1-2-1,0,0
16340,8,7,1-2-1,0,0
17795,4,3,1-2-1,0,0
19200,4,6,1-2-1,0,0
21260,8,7,1-2-1,0,0
21800,5,3,1-2-1,0,0
22305,8,5,1-2-1,0,0
22310,5,8,1-2-1,0,0
22635,5,3,1-2-1,0,0
23090,4,2,1-2-1,0,0
23960,5,1,1-2-1,0,0
24310,5,3,1-2-1,0,0
24600,5,3,1-2-1,0,0
24950,8,2,1-2-1,0,0
25945,5,3,1-2-1,0,0
26370,5,7,1-2-1,0,0
28605,5,2,1-2-1,0,0
