tempo,origem,destino,msg_id,delivered,forward_util
4840,1,8,1-2-1,0,1
5400,1,5,1-2-1,0,1
8760,1,7,1-2-1,0,1
9015,1,5,1-2-1,0,0
9015,5,1,1-2-1,0,0
9680,5,2,1-2-1,1,1
9985,7,5,1-2-1,0,0
11130,7,4,1-2-1,0,1
11185,4,3,1-2-1,0,1
12115,7,6,1-2-1,0,1
12120,6,7,1-2-1,0,0
12215,4,5,1-2-1,0,0
12855,4,1,1-2-1,0,0
12860,1,4,1-2-1,0,0
13030,7,2,1-2-1,0,0
14490,4,2,1-2-1,0,0
14885,6,4,1-2-1,0,0
15365,3,8,1-2-1,0,0
15365,8,3,1-2-1,0,0
15375,6,7,1-2-1,0,0
15600,8,6,1-2-1,0,0
15605,6,8,1-2-1,0,0
16085,1,3,1-2-1,0,0
16085,3,1,1-2-1,0,0
16190,3,4,1-2-1,0,0
16560,8,2,1-2-1,0,0
17680,1,4,1-2-1,0,0
18285,1,5,1-2-1,0,0
19290,1,5,1-2-1,0,0
19840,1,3,1-2-1,0,0
19840,3,1,1-2-1,0,0
21030,1,3,1-2-1,0,0
21030,3,1,1-2-1,0,0
21725,1,4,1-2-1,0,0
21815,6,5,1-2-1,0,0
22385,3,7,1-2-1,0,0
23975,1,7,1-2-1,0,0
24885,6,8,1-2-1,0,0
25675,1,5,1-2-1,0,0
25800,3,1,1-2-1,0,0
25805,1,3,1-2-1,0,0
25970,6,7,1-2-1,0,0
26790,1,3,1-2-1,0,0
26790,3,1,1-2-1,0,0
26990,6,7,1-2-1,0,0
28190,6,3,1-2-1,0,0
28200,3,6,1-2-1,0,0
28280,3,7,1-2-1,0,0
29160,1,2,1-2-1,0,0
30370,6,2,1-2-1,0,0
30385,3,7,1-2-1,0,0
31280,3,6,1-2-1,0,0
31630,3,6,1-2-1,0,0
34160,3,5,1-2-1,0,0
36070,3,4,1-2-1,0,0
36965,3,4,1-2-1,0,0
38030,3,5,1-2-1,0,0
39860,3,5,1-2-1,0,0
41375,3,4,1-2-1,0,0
43005,3,7,1-2-1,0,0
43400,3,2,1-2-1,0,0
