tempo,origem,destino,msg_id,delivered,forward_util
2550,1,7,1-2-1,0,1
2730,7,5,1-2-1,0,1
2755,5,1,1-2-1,0,0
2760,1,5,1-2-1,0,0
5075,7,6,1-2-1,0,1
5610,7,3,1-2-1,0,1
5620,3,7,1-2-1,0,0
5695,5,3,1-2-1,0,0
5700,3,5,1-2-1,0,0
5710,5,7,1-2-1,0,0
5710,7,5,1-2-1,0,0
6150,1,5,1-2-1,0,0
6150,5,1,1-2-1,0,0
6475,6,2,1-2-1,1,1
6570,3,6,1-2-1,0,0
6765,5,2,1-2-1,0,0
6930,7,8,1-2-1,0,1
7645,3,4,1-2-1,0,1
7665,3,4,1-2-1,0,0
7795,4,5,1-2-1,0,0
7875,1,2,1-2-1,0,0
7995,3,5,1-2-1,0,0
8125,7,1,1-2-1,0,0
8190,3,1,1-2-1,0,0
8280,7,8,1-2-1,0,0
8280,8,7,1-2-1,0,0
8310,3,8,1-2-1,0,0
8395,3,7,1-2-1,0,0
8410,7,3,1-2-1,0,0
8510,4,5,1-2-1,0,0
8800,4,8,1-2-1,0,0
8800,8,4,1-2-1,0,0
9620,3,2,1-2-1,0,0
9790,4,7,1-2-1,0,0
9790,7,4,1-2-1,0,0
9980,4,2,1-2-1,0,0
9990,8,6,1-2-1,0,0
10060,8,2,1-2-1,0,0
11140,7,3,1-2-1,0,0
11235,7,4,1-2-1,0,0
11640,7,1,1-2-1,0,0
12235,7,4,1-2-1,0,0
14800,7,4,1-2-1,0,0
14965,7,6,1-2-1,0,0
17855,7,8,1-2-1,0,0
18220,7,6,1-2-1,0,0
18330,7,6,1-2-1,0,0
18960,7,4,1-2-1,0,0
19500,7,8,1-2-1,0,0
20135,7,5,1-2-1,0,0
20905,7,6,1-2-1,0,0
24560,7,4,1-2-1,0,0
24905,7,8,1-2-1,0,0
26065,7,4,1-2-1,0,0
26770,7,3,1-2-1,0,0
30200,7,8,1-2-1,0,0
32190,7,5,1-2-1,0,0
34385,7,1,1-2-1,0,0
35060,7,4,1-2-1,0,0
35495,7,5,1-2-1,0,0
39620,7,3,1-2-1,0,0
39810,7,3,1-2-1,0,0
40055,7,5,1-2-1,0,0
40120,7,4,1-2-1,0,0
44140,7,5,1-2-1,0,0
44155,7,4,1-2-1,0,0
45895,7,6,1-2-1,0,0
47255,7,4,1-2-1,0,0
47615,7,5,1-2-1,0,0
48285,7,8,1-2-1,0,0
