tempo,origem,destino,msg_id,delivered,forward_util
915,1,3,1-2-1,0,1
1650,1,2,1-2-1,1,1
3285,3,5,1-2-1,0,1
3380,5,8,1-2-1,0,1
3415,8,3,1-2-1,0,0
3420,3,8,1-2-1,0,0
4210,8,3,1-2-1,0,0
4215,3,8,1-2-1,0,0
4675,5,3,1-2-1,0,0
4680,3,5,1-2-1,0,0
5895,3,6,1-2-1,0,1
6035,3,2,1-2-1,0,0
6390,5,2,1-2-1,0,0
8615,8,7,1-2-1,0,1
9045,7,2,1-2-1,0,0
9680,8,4,1-2-1,0,1
9685,4,8,1-2-1,0,0
10130,6,2,1-2-1,0,0
10575,4,5,1-2-1,0,0
11410,8,5,1-2-1,0,0
11765,8,3,1-2-1,0,0
12830,8,1,1-2-1,0,0
13095,8,7,1-2-1,0,0
13320,4,8,1-2-1,0,0
13320,8,4,1-2-1,0,0
13555,4,5,1-2-1,0,0
16480,4,2,1-2-1,0,0
16640,8,3,1-2-1,0,0
16870,8,3,1-2-1,0,0
20455,8,4,1-2-1,0,0
28630,8,7,1-2-1,0,0
29420,8,5,1-2-1,0,0
29540,8,2,1-2-1,0,0
