tempo,origem,destino,msg_id,delivered,forward_util
2510,1,8,1-2-1,0,1
2535,8,2,1-2-1,1,1
4030,1,8,1-2-1,0,0
8415,1,6,1-2-1,0,1
8735,1,5,1-2-1,0,1
8910,5,2,1-2-1,0,0
9200,1,5,1-2-1,0,0
10425,6,5,1-2-1,0,0
10695,6,8,1-2-1,0,0
11470,1,8,1-2-1,0,0
11755,6,7,1-2-1,0,1
12025,1,5,1-2-1,0,0
12185,7,4,1-2-1,0,1
12555,4,1,1-2-1,0,0
12560,1,4,1-2-1,0,0
12990,6,3,1-2-1,0,1
13360,6,3,1-2-1,0,0
13365,3,6,1-2-1,0,0
14175,3,7,1-2-1,0,0
15455,3,5,1-2-1,0,0
15825,6,2,1-2-1,0,0
15965,4,3,1-2-1,0,0
15970,3,4,1-2-1,0,0
16220,4,1,1-2-1,0,0
16225,1,4,1-2-1,0,0
17920,4,8,1-2-1,0,0
18075,3,4,1-2-1,0,0
18075,4,3,1-2-1,0,0
18260,4,2,1-2-1,0,0
18510,1,6,1-2-1,0,0
18870,3,2,1-2-1,0,0
18970,7,5,1-2-1,0,0
19340,1,5,1-2-1,0,0
20170,7,5,1-2-1,0,0
21630,7,2,1-2-1,0,0
25505,1,7,1-2-1,0,0
25715,1,3,1-2-1,0,0
26955,1,8,1-2-1,0,0
30120,1,5,1-2-1,0,0
30565,1,7,1-2-1,0,0
30750,1,5,1-2-1,0,0
33055,1,6,1-2-1,0,0
34175,1,7,1-2-1,0,0
36380,1,6,1-2-1,0,0
36670,1,2,1-2-1,0,0
