tempo,origem,destino,msg_id,delivered,forward_util
5675,1,4,1-2-1,0,1
5880,1,8,1-2-1,0,1
6015,8,6,1-2-1,0,1
6350,1,7,1-2-1,0,1
6730,7,5,1-2-1,0,1
7250,7,3,1-2-1,0,1
7255,3,7,1-2-1,0,0
7380,8,2,1-2-1,1,1
7570,6,3,1-2-1,0,0
7575,3,6,1-2-1,0,0
7700,4,8,1-2-1,0,0
8550,1,6,1-2-1,0,0
8550,6,1,1-2-1,0,0
8865,7,3,1-2-1,0,0
8870,3,7,1-2-1,0,0
9090,3,8,1-2-1,0,0
9185,6,2,1-2-1,0,0
9600,5,6,1-2-1,0,0
10125,3,1,1-2-1,0,0
10130,1,3,1-2-1,0,0
10200,4,8,1-2-1,0,0
10545,4,2,1-2-1,0,0
11040,5,7,1-2-1,0,0
11040,7,5,1-2-1,0,0
11130,5,6,1-2-1,0,0
11165,7,8,1-2-1,0,0
11395,1,4,1-2-1,0,0
12625,1,7,1-2-1,0,0
12865,1,4,1-2-1,0,0
13375,3,8,1-2-1,0,0
14865,3,1,1-2-1,0,0
14870,1,3,1-2-1,0,0
14885,1,3,1-2-1,0,0
14885,7,6,1-2-1,0,0
15035,7,6,1-2-1,0,0
15840,5,2,1-2-1,0,0
16140,3,4,1-2-1,0,0
16220,1,8,1-2-1,0,0
16675,3,5,1-2-1,0,0
17980,7,6,1-2-1,0,0
18880,7,8,1-2-1,0,0
19255,7,6,1-2-1,0,0
19570,1,8,1-2-1,0,0
20215,3,6,1-2-1,0,0
21415,7,2,1-2-1,0,0
22195,1,6,1-2-1,0,0
22820,3,6,1-2-1,0,0
23375,1,2,1-2-1,0,0
24290,3,7,1-2-1,0,0
25250,3,6,1-2-1,0,0
27105,3,6,1-2-1,0,0
28315,3,4,1-2-1,0,0
32015,3,2,1-2-1,0,0
