tempo,origem,destino,msg_id,delivered,forward_util
275,1,6,1-2-1,0,1
1580,6,7,1-2-1,0,1
2060,6,2,1-2-1,1,1
2780,1,2,1-2-1,0,0
3890,7,1,1-2-1,0,0
4495,7,6,1-2-1,0,0
5640,7,8,1-2-1,0,1
7320,7,4,1-2-1,0,1
7705,7,2,1-2-1,0,0
8345,4,8,1-2-1,0,0
8345,8,4,1-2-1,0,0
8985,4,2,1-2-1,0,0
9305,8,6,1-2-1,0,0
9895,8,4,1-2-1,0,0
11175,8,5,1-2-1,0,1
11755,8,3,1-2-1,0,1
12115,5,1,1-2-1,0,0
12430,8,1,1-2-1,0,0
12805,8,7,1-2-1,0,0
13025,3,1,1-2-1,0,0
13285,8,4,1-2-1,0,0
13465,5,1,1-2-1,0,0
15660,5,6,1-2-1,0,0
15700,8,6,1-2-1,0,0
15725,8,5,1-2-1,0,0
17225,5,8,1-2-1,0,0
17225,8,5,1-2-1,0,0
17350,5,7,1-2-1,0,0
19655,3,7,1-2-1,0,0
20850,3,2,1-2-1,0,0
21270,5,7,1-2-1,0,0
21305,8,6,1-2-1,0,0
21310,8,2,1-2-1,0,0
22025,5,8,1-2-1,0,0
22825,5,7,1-2-1,0,0
23080,5,1,1-2-1,0,0
23600,5,1,1-2-1,0,0
23965,5,6,1-2-1,0,0
24040,5,8,1-2-1,0,0
24495,5,4,1-2-1,0,0
24510,5,7,1-2-1,0,0
24650,5,8,1-2-1,0,0
27405,5,2,1-2-1,0,0
