tempo,origem,destino,msg_id,delivered,forward_util
325,1,6,1-2-1,0,1
3250,1,4,1-2-1,0,1
3895,6,5,1-2-1,0,1
4095,5,1,1-2-1,0,0
4100,1,5,1-2-1,0,0
5835,4,8,1-2-1,0,1
6015,4,5,1-2-1,0,0
6015,5,4,1-2-1,0,0
6150,5,7,1-2-1,0,1
6760,1,2,1-2-1,1,1
7215,6,3,1-2-1,0,1
7220,3,6,1-2-1,0,0
9270,7,6,1-2-1,0,0
9280,6,7,1-2-1,0,0
9895,7,8,1-2-1,0,0
9895,8,7,1-2-1,0,0
10835,6,7,1-2-1,0,0
10835,7,6,1-2-1,0,0
10860,4,8,1-2-1,0,0
10860,8,4,1-2-1,0,0
11210,4,7,1-2-1,0,0
11210,7,4,1-2-1,0,0
11300,7,1,1-2-1,0,0
12450,3,2,1-2-1,0,0
12560,8,3,1-2-1,0,0
13025,5,3,1-2-1,0,0
14180,7,2,1-2-1,0,0
14700,6,7,1-2-1,0,0
15080,5,7,1-2-1,0,0
15570,5,8,1-2-1,0,0
15570,8,5,1-2-1,0,0
15785,8,2,1-2-1,0,0
16160,4,8,1-2-1,0,0
16180,6,1,1-2-1,0,0
18185,5,8,1-2-1,0,0
18445,6,2,1-2-1,0,0
19120,4,3,1-2-1,0,0
19120,4,7,1-2-1,0,0
20995,5,7,1-2-1,0,0
25545,4,3,1-2-1,0,0
25830,5,8,1-2-1,0,0
26330,4,8,1-2-1,0,0
26525,4,2,1-2-1,0,0
28845,5,8,1-2-1,0,0
29210,5,3,1-2-1,0,0
32255,5,2,1-2-1,0,0
