tempo,origem,destino,msg_id,delivered,forward_util
215,1,3,1-2-1,0,1
575,1,7,1-2-1,0,1
1445,1,4,1-2-1,0,1
2200,4,2,1-2-1,1,1
4305,3,7,1-2-1,0,0
4305,7,3,1-2-1,0,0
4820,1,4,1-2-1,0,0
5280,7,6,1-2-1,0,1
5285,6,7,1-2-1,0,0
5790,3,6,1-2-1,0,0
5790,6,3,1-2-1,0,0
5965,6,2,1-2-1,0,0
6225,1,8,1-2-1,0,1
6700,7,2,1-2-1,0,0
7530,8,3,1-2-1,0,0
7535,3,8,1-2-1,0,0
7695,8,5,1-2-1,0,1
7945,1,7,1-2-1,0,0
7980,1,6,1-2-1,0,0
8000,3,6,1-2-1,0,0
8055,1,3,1-2-1,0,0
8055,3,1,1-2-1,0,0
8190,5,4,1-2-1,0,0
9815,3,6,1-2-1,0,0
10250,5,4,1-2-1,0,0
10880,5,1,1-2-1,0,0
10890,1,5,1-2-1,0,0
11050,1,3,1-2-1,0,0
11050,3,1,1-2-1,0,0
11535,3,6,1-2-1,0,0
11860,8,3,1-2-1,0,0
11865,3,8,1-2-1,0,0
12375,5,1,1-2-1,0,0
12385,1,5,1-2-1,0,0
13085,8,4,1-2-1,0,0
13500,3,8,1-2-1,0,0
13500,8,3,1-2-1,0,0
14530,5,7,1-2-1,0,0
14720,8,2,1-2-1,0,0
15095,1,3,1-2-1,0,0
15095,3,1,1-2-1,0,0
16075,3,7,1-2-1,0,0
16570,5,3,1-2-1,0,0
16575,3,5,1-2-1,0,0
17950,1,3,1-2-1,0,0
17950,3,1,1-2-1,0,0
19000,3,4,1-2-1,0,0
19325,5,1,1-2-1,0,0
19330,1,5,1-2-1,0,0
19690,3,2,1-2-1,0,0
20630,1,2,1-2-1,0,0
21010,5,2,1-2-1,0,0
