tempo,origem,destino,msg_id,delivered,forward_util
820,1,5,1-2-1,0,1
1200,5,3,1-2-1,0,1
1205,3,5,1-2-1,0,0
1305,1,2,1-2-1,1,1
2035,3,7,1-2-1,0,1
3345,5,1,1-2-1,0,0
3820,5,6,1-2-1,0,1
5155,6,2,1-2-1,0,0
5240,7,1,1-2-1,0,0
5565,7,3,1-2-1,0,0
5570,3,7,1-2-1,0,0
6595,7,1,1-2-1,0,0
7065,7,4,1-2-1,0,1
7070,4,7,1-2-1,0,0
7605,4,6,1-2-1,0,0
7620,4,8,1-2-1,0,1
8095,4,6,1-2-1,0,0
9785,7,2,1-2-1,0,0
10030,4,1,1-2-1,0,0
10320,4,6,1-2-1,0,0
10565,3,6,1-2-1,0,0
10900,3,1,1-2-1,0,0
11150,5,4,1-2-1,0,0
11155,4,5,1-2-1,0,0
11855,8,7,1-2-1,0,0
11910,8,4,1-2-1,0,0
11915,4,8,1-2-1,0,0
12015,3,2,1-2-1,0,0
12410,4,1,1-2-1,0,0
12830,4,6,1-2-1,0,0
13430,4,5,1-2-1,0,0
13430,5,4,1-2-1,0,0
13455,8,4,1-2-1,0,0
13460,4,8,1-2-1,0,0
13460,8,5,1-2-1,0,0
13465,5,8,1-2-1,0,0
14065,8,7,1-2-1,0,0
14825,5,3,1-2-1,0,0
15180,8,6,1-2-1,0,0
15705,4,6,1-2-1,0,0
15930,5,4,1-2-1,0,0
15935,4,5,1-2-1,0,0
16890,8,7,1-2-1,0,0
17780,8,3,1-2-1,0,0
18625,8,1,1-2-1,0,0
18725,5,8,1-2-1,0,0
18725,8,5,1-2-1,0,0
18780,4,7,1-2-1,0,0
21380,8,7,1-2-1,0,0
21850,5,2,1-2-1,0,0
22360,8,7,1-2-1,0,0
22950,4,3,1-2-1,0,0
23590,4,6,1-2-1,0,0
24295,4,5,1-2-1,0,0
25225,8,7,1-2-1,0,0
26725,8,5,1-2-1,0,0
27040,8,3,1-2-1,0,0
27095,4,5,1-2-1,0,0
27745,8,7,1-2-1,0,0
28110,4,8,1-2-1,0,0
28110,8,4,1-2-1,0,0
29320,4,6,1-2-1,0,0
29715,8,5,1-2-1,0,0
30795,8,7,1-2-1,0,0
31210,4,8,1-2-1,0,0
31215,8,4,1-2-1,0,0
31955,4,2,1-2-1,0,0
33345,8,2,1-2-1,0,0
