tempo,origem,destino,msg_id,delivered,forward_util
2950,1,7,1-2-1,0,1
3085,1,8,1-2-1,0,1
4265,8,5,1-2-1,0,1
4270,5,8,1-2-1,0,0
4645,1,6,1-2-1,0,1
4990,6,3,1-2-1,0,1
4995,3,6,1-2-1,0,0
5145,5,8,1-2-1,0,0
5165,3,1,1-2-1,0,0
5170,1,3,1-2-1,0,0
5305,5,2,1-2-1,1,1
5390,8,6,1-2-1,0,0
5395,6,8,1-2-1,0,0
5655,6,5,1-2-1,0,0
6105,1,2,1-2-1,0,0
6145,7,4,1-2-1,0,1
6150,4,7,1-2-1,0,0
6405,8,3,1-2-1,0,0
6410,3,8,1-2-1,0,0
6470,8,4,1-2-1,0,0
6540,4,3,1-2-1,0,0
6555,3,4,1-2-1,0,0
6945,8,5,1-2-1,0,0
7250,3,6,1-2-1,0,0
7250,6,3,1-2-1,0,0
8330,8,5,1-2-1,0,0
8680,6,1,1-2-1,0,0
9150,3,8,1-2-1,0,0
9155,8,3,1-2-1,0,0
9305,3,8,1-2-1,0,0
9305,8,3,1-2-1,0,0
9315,7,6,1-2-1,0,0
9320,6,7,1-2-1,0,0
9370,6,2,1-2-1,0,0
10480,3,2,1-2-1,0,0
10755,7,6,1-2-1,0,0
10870,7,5,1-2-1,0,0
11445,8,1,1-2-1,0,0
12450,7,4,1-2-1,0,0
12455,4,7,1-2-1,0,0
12535,4,1,1-2-1,0,0
12570,7,1,1-2-1,0,0
13390,7,6,1-2-1,0,0
13700,4,2,1-2-1,0,0
14055,8,4,1-2-1,0,0
14725,8,3,1-2-1,0,0
14790,7,3,1-2-1,0,0
15950,7,4,1-2-1,0,0
16985,7,2,1-2-1,0,0
17170,8,6,1-2-1,0,0
20870,8,4,1-2-1,0,0
20935,8,1,1-2-1,0,0
21545,8,2,1-2-1,0,0
