tempo,origem,destino,msg_id,delivered,forward_util
165,1,5,1-2-1,0,1
275,1,3,1-2-1,0,1
390,3,5,1-2-1,0,0
390,5,3,1-2-1,0,0
510,5,3,1-2-1,0,0
520,5,3,1-2-1,0,0
550,3,5,1-2-1,0,0
840,3,8,1-2-1,0,1
850,5,8,1-2-1,0,0
850,8,5,1-2-1,0,0
1855,1,2,1-2-1,1,1
2540,5,6,1-2-1,0,1
2625,5,2,1-2-1,0,0
3065,3,4,1-2-1,0,1
5055,4,5,1-2-1,0,0
5160,6,2,1-2-1,0,0
5600,8,3,1-2-1,0,0
5605,3,8,1-2-1,0,0
5735,3,1,1-2-1,0,0
6855,3,7,1-2-1,0,1
7265,7,6,1-2-1,0,0
7760,8,4,1-2-1,0,0
7765,4,8,1-2-1,0,0
8125,4,8,1-2-1,0,0
8125,8,4,1-2-1,0,0
8370,8,7,1-2-1,0,0
8385,7,8,1-2-1,0,0
8835,3,2,1-2-1,0,0
9435,7,2,1-2-1,0,0
9535,8,7,1-2-1,0,0
9725,8,1,1-2-1,0,0
9900,4,3,1-2-1,0,0
13145,4,5,1-2-1,0,0
13565,8,7,1-2-1,0,0
16180,8,1,1-2-1,0,0
17305,4,3,1-2-1,0,0
18680,4,5,1-2-1,0,0
18690,4,5,1-2-1,0,0
18870,4,5,1-2-1,0,0
19200,4,1,1-2-1,0,0
20185,4,1,1-2-1,0,0
21190,4,2,1-2-1,0,0
21665,8,3,1-2-1,0,0
22180,8,1,1-2-1,0,0
22980,8,5,1-2-1,0,0
23560,8,2,1-2-1,0,0
