tempo,origem,destino,msg_id,delivered,forward_util
2760,1,3,1-2-1,0,1
3775,1,4,1-2-1,0,1
4370,1,3,1-2-1,0,0
4370,3,1,1-2-1,0,0
4515,4,6,1-2-1,0,1
4980,3,2,1-2-1,1,1
5270,1,2,1-2-1,0,0
6410,6,7,1-2-1,0,1
6885,7,1,1-2-1,0,0
7925,4,8,1-2-1,0,1
8120,4,2,1-2-1,0,0
8405,7,1,1-2-1,0,0
8415,7,3,1-2-1,0,0
9060,6,2,1-2-1,0,0
10205,7,1,1-2-1,0,0
11040,7,6,1-2-1,0,0
11085,8,6,1-2-1,0,0
11440,8,7,1-2-1,0,0
11445,7,8,1-2-1,0,0
12270,7,1,1-2-1,0,0
12910,7,8,1-2-1,0,0
12910,8,7,1-2-1,0,0
13475,8,6,1-2-1,0,0
14070,7,8,1-2-1,0,0
14070,8,7,1-2-1,0,0
15570,7,4,1-2-1,0,0
17510,7,1,1-2-1,0,0
17805,7,4,1-2-1,0,0
18525,7,4,1-2-1,0,0
18615,7,6,1-2-1,0,0
18865,8,6,1-2-1,0,0
20380,7,1,1-2-1,0,0
21580,7,5,1-2-1,0,1
21585,5,7,1-2-1,0,0
21990,5,8,1-2-1,0,0
21990,8,5,1-2-1,0,0
22435,7,6,1-2-1,0,0
22640,8,4,1-2-1,0,0
22720,5,3,1-2-1,0,0
22970,7,2,1-2-1,0,0
24375,5,7,1-2-1,0,0
25030,8,3,1-2-1,0,0
25095,5,3,1-2-1,0,0
26795,8,1,1-2-1,0,0
27230,8,2,1-2-1,0,0
27380,5,3,1-2-1,0,0
29105,5,6,1-2-1,0,0
30140,5,2,1-2-1,0,0
