tempo,origem,destino,msg_id,delivered,forward_util
2175,1,3,1-2-1,0,1
4310,3,6,1-2-1,0,1
5000,3,4,1-2-1,0,1
5140,3,5,1-2-1,0,1
5535,6,8,1-2-1,0,1
5585,8,4,1-2-1,0,0
5590,4,8,1-2-1,0,0
5820,3,6,1-2-1,0,0
5820,6,3,1-2-1,0,0
6545,8,2,1-2-1,1,1
6830,3,4,1-2-1,0,0
6830,4,3,1-2-1,0,0
6990,4,7,1-2-1,0,1
7110,7,4,1-2-1,0,0
7115,4,7,1-2-1,0,0
7250,7,1,1-2-1,0,0
7255,1,7,1-2-1,0,0
7460,5,6,1-2-1,0,0
7460,6,5,1-2-1,0,0
8600,5,6,1-2-1,0,0
8600,6,5,1-2-1,0,0
9140,6,3,1-2-1,0,0
9145,3,6,1-2-1,0,0
9350,5,2,1-2-1,0,0
9450,1,6,1-2-1,0,0
9450,6,1,1-2-1,0,0
9500,4,5,1-2-1,0,0
9865,3,4,1-2-1,0,0
9865,4,3,1-2-1,0,0
10160,3,7,1-2-1,0,0
10160,7,3,1-2-1,0,0
10685,3,2,1-2-1,0,0
11605,4,3,1-2-1,0,0
13000,4,1,1-2-1,0,0
13005,1,4,1-2-1,0,0
13405,1,5,1-2-1,0,0
13805,7,5,1-2-1,0,0
14880,4,8,1-2-1,0,0
14930,6,7,1-2-1,0,0
14930,7,6,1-2-1,0,0
15860,4,5,1-2-1,0,0
16090,6,8,1-2-1,0,0
17720,4,3,1-2-1,0,0
19110,4,5,1-2-1,0,0
20145,1,5,1-2-1,0,0
20150,1,4,1-2-1,0,0
20155,4,1,1-2-1,0,0
20640,1,3,1-2-1,0,0
20840,6,5,1-2-1,0,0
21050,6,1,1-2-1,0,0
21060,1,6,1-2-1,0,0
21105,6,3,1-2-1,0,0
21385,1,2,1-2-1,0,0
21525,4,1,1-2-1,0,0
21910,4,3,1-2-1,0,0
22455,4,3,1-2-1,0,0
23510,4,5,1-2-1,0,0
24505,7,6,1-2-1,0,0
24510,6,7,1-2-1,0,0
24650,4,3,1-2-1,0,0
25820,4,7,1-2-1,0,0
25820,7,4,1-2-1,0,0
26690,4,8,1-2-1,0,0
26990,4,6,1-2-1,0,0
26990,6,4,1-2-1,0,0
27250,6,1,1-2-1,0,0
27570,7,3,1-2-1,0,0
29025,6,8,1-2-1,0,0
29135,6,7,1-2-1,0,0
29140,7,6,1-2-1,0,0
30545,6,7,1-2-1,0,0
30545,7,6,1-2-1,0,0
31005,7,2,1-2-1,0,0
31235,4,8,1-2-1,0,0
33935,6,3,1-2-1,0,0
35500,6,7,1-2-1,0,0
36590,4,5,1-2-1,0,0
36720,6,5,1-2-1,0,0
36850,4,5,1-2-1,0,0
37000,4,5,1-2-1,0,0
37005,4,2,1-2-1,0,0
38110,6,4,1-2-1,0,0
38325,6,3,1-2-1,0,0
40925,6,1,1-2-1,0,0
42905,6,5,1-2-1,0,0
43820,6,4,1-2-1,0,0
43925,6,1,1-2-1,0,0
44100,6,5,1-2-1,0,0
47685,6,4,1-2-1,0,0
