tempo,origem,destino,msg_id,delivered,forward_util
1460,1,7,1-2-1,0,1
1565,1,8,1-2-1,0,1
2655,1,6,1-2-1,0,1
2845,1,3,1-2-1,0,1
2915,8,1,1-2-1,0,0
2920,1,8,1-2-1,0,0
3085,8,7,1-2-1,0,0
3090,7,8,1-2-1,0,0
3535,3,4,1-2-1,0,1
3540,4,3,1-2-1,0,0
3555,1,5,1-2-1,0,1
3890,5,1,1-2-1,0,0
3895,1,5,1-2-1,0,0
3980,1,6,1-2-1,0,0
3980,6,1,1-2-1,0,0
4325,6,2,1-2-1,1,1
4440,8,2,1-2-1,0,0
4730,3,2,1-2-1,0,0
4780,4,6,1-2-1,0,0
4880,1,3,1-2-1,0,0
5005,7,3,1-2-1,0,0
5135,7,3,1-2-1,0,0
5425,4,3,1-2-1,0,0
5800,4,3,1-2-1,0,0
5980,5,1,1-2-1,0,0
5985,1,5,1-2-1,0,0
7050,5,2,1-2-1,0,0
7770,4,2,1-2-1,0,0
8135,1,2,1-2-1,0,0
9295,7,5,1-2-1,0,0
11830,7,6,1-2-1,0,0
12105,7,1,1-2-1,0,0
13530,7,6,1-2-1,0,0
14470,7,3,1-2-1,0,0
15180,7,1,1-2-1,0,0
16450,7,3,1-2-1,0,0
16480,7,2,1-2-1,0,0
