tempo,origem,destino,msg_id,delivered,forward_util
155,1,3,1-2-1,0,1
160,3,1,1-2-1,0,0
445,1,5,1-2-1,0,1
455,5,1,1-2-1,0,0
1500,5,1,1-2-1,0,0
1505,1,5,1-2-1,0,0
2050,5,1,1-2-1,0,0
2055,1,5,1-2-1,0,0
2165,3,7,1-2-1,0,1
2600,5,3,1-2-1,0,0
2650,3,4,1-2-1,0,1
2735,4,8,1-2-1,0,1
2845,1,5,1-2-1,0,0
2845,5,1,1-2-1,0,0
2970,7,4,1-2-1,0,0
2975,4,7,1-2-1,0,0
2990,5,4,1-2-1,0,0
3005,4,5,1-2-1,0,0
3085,4,5,1-2-1,0,0
3515,3,6,1-2-1,0,1
3680,8,2,1-2-1,1,1
5445,4,3,1-2-1,0,0
5450,3,4,1-2-1,0,0
5960,1,2,1-2-1,0,0
6105,5,2,1-2-1,0,0
6315,6,8,1-2-1,0,0
8465,4,1,1-2-1,0,0
8675,7,8,1-2-1,0,0
9785,3,1,1-2-1,0,0
10640,3,2,1-2-1,0,0
11120,6,8,1-2-1,0,0
11335,4,7,1-2-1,0,0
11335,7,4,1-2-1,0,0
11425,7,2,1-2-1,0,0
11750,6,2,1-2-1,0,0
11780,4,2,1-2-1,0,0
