tempo,origem,destino,msg_id,delivered,forward_util
2355,1,8,1-2-1,0,1
2765,8,2,1-2-1,1,1
2835,1,5,1-2-1,0,1
3875,5,8,1-2-1,0,0
4035,5,1,1-2-1,0,0
4040,1,5,1-2-1,0,0
4535,1,3,1-2-1,0,1
5050,5,2,1-2-1,0,0
7105,1,3,1-2-1,0,0
7105,3,1,1-2-1,0,0
7255,1,4,1-2-1,0,1
7525,1,5,1-2-1,0,0
8630,3,8,1-2-1,0,0
9370,3,8,1-2-1,0,0
9465,1,8,1-2-1,0,0
11705,3,7,1-2-1,0,1
12945,4,6,1-2-1,0,1
13085,7,2,1-2-1,0,0
13675,4,2,1-2-1,0,0
14225,6,4,1-2-1,0,0
14310,3,4,1-2-1,0,0
14920,1,3,1-2-1,0,0
14920,3,1,1-2-1,0,0
15395,6,5,1-2-1,0,0
15740,6,2,1-2-1,0,0
15770,3,2,1-2-1,0,0
19520,1,2,1-2-1,0,0
