tempo,origem,destino,msg_id,delivered,forward_util
710,1,6,1-2-1,0,1
910,6,7,1-2-1,0,1
1635,6,5,1-2-1,0,1
1640,5,6,1-2-1,0,0
2375,1,6,1-2-1,0,0
2375,6,1,1-2-1,0,0
2575,5,6,1-2-1,0,0
2575,6,5,1-2-1,0,0
3215,1,7,1-2-1,0,0
3215,7,1,1-2-1,0,0
3435,7,3,1-2-1,0,1
3450,3,7,1-2-1,0,0
3470,3,7,1-2-1,0,0
3570,1,3,1-2-1,0,0
3570,3,1,1-2-1,0,0
3715,1,4,1-2-1,0,1
3730,7,8,1-2-1,0,1
3740,3,2,1-2-1,1,1
3940,1,5,1-2-1,0,0
3940,5,1,1-2-1,0,0
4005,8,5,1-2-1,0,0
4010,5,8,1-2-1,0,0
4615,8,5,1-2-1,0,0
4620,5,8,1-2-1,0,0
5310,5,3,1-2-1,0,0
5515,8,6,1-2-1,0,0
5520,6,8,1-2-1,0,0
6065,7,6,1-2-1,0,0
6070,6,7,1-2-1,0,0
6740,4,1,1-2-1,0,0
6745,1,4,1-2-1,0,0
7200,6,2,1-2-1,0,0
7315,1,5,1-2-1,0,0
7315,5,1,1-2-1,0,0
7555,8,2,1-2-1,0,0
7795,5,4,1-2-1,0,0
7800,4,5,1-2-1,0,0
7950,4,6,1-2-1,0,0
8285,5,6,1-2-1,0,0
8465,1,3,1-2-1,0,0
8710,1,2,1-2-1,0,0
8805,7,4,1-2-1,0,0
8810,4,7,1-2-1,0,0
9550,5,3,1-2-1,0,0
9985,4,6,1-2-1,0,0
10040,5,6,1-2-1,0,0
10060,5,4,1-2-1,0,0
10070,4,5,1-2-1,0,0
10250,7,3,1-2-1,0,0
10290,7,3,1-2-1,0,0
10755,4,6,1-2-1,0,0
12140,7,5,1-2-1,0,0
12145,5,7,1-2-1,0,0
12675,4,6,1-2-1,0,0
13825,7,8,1-2-1,0,0
13830,4,3,1-2-1,0,0
14025,5,3,1-2-1,0,0
14150,4,1,1-2-1,0,0
15545,4,5,1-2-1,0,0
15545,5,4,1-2-1,0,0
16605,7,6,1-2-1,0,0
18455,4,1,1-2-1,0,0
18460,7,8,1-2-1,0,0
18950,4,5,1-2-1,0,0
18950,5,4,1-2-1,0,0
19245,5,2,1-2-1,0,0
19785,4,5,1-2-1,0,0
20090,7,4,1-2-1,0,0
20095,4,7,1-2-1,0,0
20255,4,1,1-2-1,0,0
20875,7,6,1-2-1,0,0
21240,7,6,1-2-1,0,0
21725,7,1,1-2-1,0,0
21965,4,6,1-2-1,0,0
21995,4,2,1-2-1,0,0
24365,7,8,1-2-1,0,0
25300,7,3,1-2-1,0,0
25460,7,4,1-2-1,0,0
26965,7,2,1-2-1,0,0
