tempo,origem,destino,msg_id,delivered,forward_util
760,1,6,1-2-1,0,1
1260,1,4,1-2-1,0,1
3465,1,8,1-2-1,0,1
3600,8,3,1-2-1,0,1
3695,4,5,1-2-1,0,1
3980,8,6,1-2-1,0,0
3985,6,8,1-2-1,0,0
5055,5,3,1-2-1,0,0
5060,3,5,1-2-1,0,0
5375,1,6,1-2-1,0,0
5375,6,1,1-2-1,0,0
5470,4,3,1-2-1,0,0
5475,3,4,1-2-1,0,0
5620,6,2,1-2-1,1,1
5680,8,1,1-2-1,0,0
5685,1,8,1-2-1,0,0
5830,5,7,1-2-1,0,1
5960,1,4,1-2-1,0,0
5960,4,1,1-2-1,0,0
6075,7,6,1-2-1,0,0
6140,3,5,1-2-1,0,0
6140,5,3,1-2-1,0,0
6145,1,8,1-2-1,0,0
6145,8,1,1-2-1,0,0
6280,5,8,1-2-1,0,0
6280,8,5,1-2-1,0,0
6320,1,3,1-2-1,0,0
6320,3,1,1-2-1,0,0
6380,1,6,1-2-1,0,0
7280,8,6,1-2-1,0,0
7955,7,3,1-2-1,0,0
7960,3,7,1-2-1,0,0
8535,3,4,1-2-1,0,0
8535,4,3,1-2-1,0,0
9145,3,5,1-2-1,0,0
9145,5,3,1-2-1,0,0
9775,5,2,1-2-1,0,0
10525,1,6,1-2-1,0,0
10595,4,8,1-2-1,0,0
10730,7,3,1-2-1,0,0
10740,3,7,1-2-1,0,0
11020,3,4,1-2-1,0,0
11020,4,3,1-2-1,0,0
11500,4,5,1-2-1,0,0
11690,1,5,1-2-1,0,0
12030,7,1,1-2-1,0,0
12035,1,7,1-2-1,0,0
12150,3,6,1-2-1,0,0
12195,4,7,1-2-1,0,0
12195,7,4,1-2-1,0,0
13210,1,2,1-2-1,0,0
14710,7,1,1-2-1,0,0
15780,8,5,1-2-1,0,0
15900,7,5,1-2-1,0,0
16110,7,6,1-2-1,0,0
16120,7,6,1-2-1,0,0
17270,4,1,1-2-1,0,0
17640,7,3,1-2-1,0,0
17645,3,7,1-2-1,0,0
17835,8,3,1-2-1,0,0
17840,3,8,1-2-1,0,0
18130,3,2,1-2-1,0,0
18315,7,5,1-2-1,0,0
18385,4,6,1-2-1,0,0
18520,4,3,1-2-1,0,0
20210,8,3,1-2-1,0,0
21625,8,1,1-2-1,0,0
22380,7,3,1-2-1,0,0
23975,8,5,1-2-1,0,0
24485,8,5,1-2-1,0,0
24750,7,5,1-2-1,0,0
24815,7,1,1-2-1,0,0
24820,4,8,1-2-1,0,0
24820,8,4,1-2-1,0,0
24835,8,4,1-2-1,0,0
24895,8,6,1-2-1,0,0
25120,4,1,1-2-1,0,0
25340,8,7,1-2-1,0,0
25345,7,8,1-2-1,0,0
25570,4,5,1-2-1,0,0
25685,8,6,1-2-1,0,0
25830,4,3,1-2-1,0,0
26350,7,5,1-2-1,0,0
26520,7,2,1-2-1,0,0
27600,4,5,1-2-1,0,0
28955,4,1,1-2-1,0,0
29315,4,5,1-2-1,0,0
29335,4,5,1-2-1,0,0
30775,4,5,1-2-1,0,0
31930,4,1,1-2-1,0,0
32000,4,6,1-2-1,0,0
32840,4,5,1-2-1,0,0
33380,8,4,1-2-1,0,0
33385,4,8,1-2-1,0,0
34075,8,5,1-2-1,0,0
34725,4,2,1-2-1,0,0
38065,8,1,1-2-1,0,0
44520,8,7,1-2-1,0,0
44715,8,3,1-2-1,0,0
45645,8,6,1-2-1,0,0
45745,8,4,1-2-1,0,0
45890,8,1,1-2-1,0,0
47170,8,4,1-2-1,0,0
47735,8,4,1-2-1,0,0
47890,8,2,1-2-1,0,0
