tempo,origem,destino,msg_id,delivered,forward_util
1835,1,5,1-2-1,0,1
3310,5,4,1-2-1,0,1
3360,4,5,1-2-1,0,0
3360,5,4,1-2-1,0,0
4065,4,3,1-2-1,0,1
4070,3,4,1-2-1,0,0
4545,5,7,1-2-1,0,1
4550,7,5,1-2-1,0,0
4670,5,8,1-2-1,0,1
4850,5,2,1-2-1,1,1
4855,1,8,1-2-1,0,0
4855,8,1,1-2-1,0,0
5485,3,5,1-2-1,0,0
6490,1,6,1-2-1,0,1
6630,1,5,1-2-1,0,0
6695,1,4,1-2-1,0,0
6695,4,1,1-2-1,0,0
6745,4,5,1-2-1,0,0
7135,7,5,1-2-1,0,0
8025,8,4,1-2-1,0,0
8030,4,8,1-2-1,0,0
8180,3,2,1-2-1,0,0
8895,8,1,1-2-1,0,0
8900,1,8,1-2-1,0,0
8970,1,3,1-2-1,0,0
9535,6,5,1-2-1,0,0
9555,4,2,1-2-1,0,0
9945,1,4,1-2-1,0,0
10440,1,8,1-2-1,0,0
10440,8,1,1-2-1,0,0
10625,1,2,1-2-1,0,0
10690,7,2,1-2-1,0,0
10940,8,3,1-2-1,0,0
11550,8,4,1-2-1,0,0
14355,6,5,1-2-1,0,0
14705,8,4,1-2-1,0,0
16460,8,6,1-2-1,0,0
16465,6,8,1-2-1,0,0
22005,8,3,1-2-1,0,0
23045,8,3,1-2-1,0,0
24140,6,5,1-2-1,0,0
24475,6,2,1-2-1,0,0
25150,8,6,1-2-1,0,0
25885,8,5,1-2-1,0,0
26135,8,7,1-2-1,0,0
26670,8,6,1-2-1,0,0
27735,8,2,1-2-1,0,0
