tempo,origem,destino,msg_id,delivered,forward_util
345,1,3,1-2-1,0,1
1815,1,5,1-2-1,0,1
3395,5,6,1-2-1,0,1
4740,5,6,1-2-1,0,0
4740,6,5,1-2-1,0,0
5210,1,6,1-2-1,0,0
5210,6,1,1-2-1,0,0
5280,6,8,1-2-1,0,1
5295,8,1,1-2-1,0,0
5300,1,8,1-2-1,0,0
6335,3,1,1-2-1,0,0
6340,1,3,1-2-1,0,0
7180,6,2,1-2-1,1,1
7375,5,2,1-2-1,0,0
7665,8,7,1-2-1,0,1
7800,8,6,1-2-1,0,0
8005,3,5,1-2-1,0,0
8075,3,6,1-2-1,0,0
8505,8,4,1-2-1,0,1
8510,4,8,1-2-1,0,0
9640,1,8,1-2-1,0,0
9640,8,1,1-2-1,0,0
10250,4,7,1-2-1,0,0
10250,7,4,1-2-1,0,0
10390,4,5,1-2-1,0,0
10560,3,2,1-2-1,0,0
11080,4,8,1-2-1,0,0
11085,8,4,1-2-1,0,0
11100,8,4,1-2-1,0,0
12575,8,7,1-2-1,0,0
12585,7,8,1-2-1,0,0
12740,7,2,1-2-1,0,0
12900,4,7,1-2-1,0,0
12930,4,7,1-2-1,0,0
13035,4,7,1-2-1,0,0
14440,1,4,1-2-1,0,0
14445,4,1,1-2-1,0,0
14635,1,5,1-2-1,0,0
14945,4,6,1-2-1,0,0
16410,8,7,1-2-1,0,0
16525,1,6,1-2-1,0,0
16785,8,2,1-2-1,0,0
17990,4,2,1-2-1,0,0
18650,1,3,1-2-1,0,0
24050,1,4,1-2-1,0,0
24085,1,2,1-2-1,0,0
