tempo,origem,destino,msg_id,delivered,forward_util
5845,1,6,1-2-1,0,1
5940,6,4,1-2-1,0,1
6135,1,2,1-2-1,1,1
6875,4,1,1-2-1,0,0
7015,4,5,1-2-1,0,1
7535,6,7,1-2-1,0,1
8400,4,6,1-2-1,0,0
8400,6,4,1-2-1,0,0
8855,4,1,1-2-1,0,0
9390,5,2,1-2-1,0,0
9775,6,3,1-2-1,0,1
10135,7,6,1-2-1,0,0
10140,6,7,1-2-1,0,0
10390,6,5,1-2-1,0,0
10560,4,6,1-2-1,0,0
10560,6,4,1-2-1,0,0
10610,6,5,1-2-1,0,0
10910,6,8,1-2-1,0,1
10945,4,1,1-2-1,0,0
11205,3,1,1-2-1,0,0
11230,4,2,1-2-1,0,0
11340,8,5,1-2-1,0,0
12035,8,1,1-2-1,0,0
12260,7,5,1-2-1,0,0
12420,8,5,1-2-1,0,0
12480,7,3,1-2-1,0,0
12485,3,7,1-2-1,0,0
12570,3,5,1-2-1,0,0
12620,7,1,1-2-1,0,0
12975,3,5,1-2-1,0,0
13170,7,6,1-2-1,0,0
13175,6,7,1-2-1,0,0
13490,3,2,1-2-1,0,0
13540,6,4,1-2-1,0,0
15045,8,6,1-2-1,0,0
15050,6,8,1-2-1,0,0
16100,8,1,1-2-1,0,0
16815,7,8,1-2-1,0,0
16815,8,7,1-2-1,0,0
17110,7,8,1-2-1,0,0
17155,7,8,1-2-1,0,0
17170,8,7,1-2-1,0,0
17410,6,3,1-2-1,0,0
17580,7,5,1-2-1,0,0
18100,8,3,1-2-1,0,0
18115,6,8,1-2-1,0,0
18115,6,3,1-2-1,0,0
18115,8,6,1-2-1,0,0
19260,7,3,1-2-1,0,0
19625,6,1,1-2-1,0,0
19865,8,4,1-2-1,0,0
19970,7,4,1-2-1,0,0
20210,8,7,1-2-1,0,0
20215,7,8,1-2-1,0,0
20885,6,8,1-2-1,0,0
20885,8,6,1-2-1,0,0
21650,6,2,1-2-1,0,0
22070,7,6,1-2-1,0,0
22140,8,2,1-2-1,0,0
22635,7,6,1-2-1,0,0
23245,7,8,1-2-1,0,0
24235,7,8,1-2-1,0,0
25085,7,6,1-2-1,0,0
26705,7,2,1-2-1,0,0
