tempo,origem,destino,msg_id,delivered,forward_util,source_file
1170,1,7,1-2-1,0,1,r124.csv
1670,1,3,1-2-1,0,1,r124.csv
2075,3,8,1-2-1,0,1,r124.csv
2255,1,2,1-2-1,1,1,r124.csv
2275,7,4,1-2-1,0,1,r124.csv
2625,7,6,1-2-1,0,1,r124.csv
2785,3,1,1-2-1,0,0,r124.csv
3700,3,1,1-2-1,0,0,r124.csv
3755,8,2,1-2-1,0,0,r124.csv
4470,6,3,1-2-1,0,0,r124.csv
4480,3,6,1-2-1,0,0,r124.csv
4555,6,7,1-2-1,0,0,r124.csv
4555,7,6,1-2-1,0,0,r124.csv
5280,7,3,1-2-1,0,0,r124.csv
5285,3,7,1-2-1,0,0,r124.csv
6390,7,1,1-2-1,0,0,r124.csv
7565,3,8,1-2-1,0,0,r124.csv
8015,3,4,1-2-1,0,0,r124.csv
8025,4,3,1-2-1,0,0,r124.csv
8425,6,4,1-2-1,0,0,r124.csv
8430,4,6,1-2-1,0,0,r124.csv
9175,6,5,1-2-1,0,1,r124.csv
9180,5,6,1-2-1,0,0,r124.csv
9350,3,8,1-2-1,0,0,r124.csv
9915,3,6,1-2-1,0,0,r124.csv
9915,6,3,1-2-1,0,0,r124.csv
10780,3,1,1-2-1,0,0,r124.csv
11375,5,8,1-2-1,0,0,r124.csv
12185,5,6,1-2-1,0,0,r124.csv
12185,6,5,1-2-1,0,0,r124.csv
12220,4,3,1-2-1,0,0,r124.csv
12225,3,4,1-2-1,0,0,r124.csv
12325,7,8,1-2-1,0,0,r124.csv
12475,3,4,1-2-1,0,0,r124.csv
12475,4,3,1-2-1,0,0,r124.csv
13180,6,1,1-2-1,0,0,r124.csv
14370,6,4,1-2-1,0,0,r124.csv
14390,4,6,1-2-1,0,0,r124.csv
14930,5,8,1-2-1,0,0,r124.csv
15145,7,3,1-2-1,0,0,r124.csv
15150,3,7,1-2-1,0,0,r124.csv
15585,6,1,1-2-1,0,0,r124.csv
15625,6,7,1-2-1,0,0,r124.csv
15625,7,6,1-2-1,0,0,r124.csv
15635,4,1,1-2-1,0,0,r124.csv
16965,4,1,1-2-1,0,0,r124.csv
17155,4,8,1-2-1,0,0,r124.csv
18085,3,8,1-2-1,0,0,r124.csv
19230,3,1,1-2-1,0,0,r124.csv
20115,7,4,1-2-1,0,0,r124.csv
20120,4,7,1-2-1,0,0,r124.csv
20625,3,2,1-2-1,0,0,r124.csv
20630,4,8,1-2-1,0,0,r124.csv
20915,6,2,1-2-1,0,0,r124.csv
21120,7,8,1-2-1,0,0,r124.csv
21550,4,2,1-2-1,0,0,r124.csv
21555,7,1,1-2-1,0,0,r124.csv
21825,5,7,1-2-1,0,0,r124.csv
21825,7,5,1-2-1,0,0,r124.csv
23455,7,2,1-2-1,0,0,r124.csv
23880,5,2,1-2-1,0,0,r124.csv
4840,1,8,1-2-1,0,1,r125.csv
5400,1,5,1-2-1,0,1,r125.csv
8760,1,7,1-2-1,0,1,r125.csv
9015,1,5,1-2-1,0,0,r125.csv
9015,5,1,1-2-1,0,0,r125.csv
9680,5,2,1-2-1,1,1,r125.csv
9985,7,5,1-2-1,0,0,r125.csv
11130,7,4,1-2-1,0,1,r125.csv
11185,4,3,1-2-1,0,1,r125.csv
12115,7,6,1-2-1,0,1,r125.csv
12120,6,7,1-2-1,0,0,r125.csv
12215,4,5,1-2-1,0,0,r125.csv
12855,4,1,1-2-1,0,0,r125.csv
12860,1,4,1-2-1,0,0,r125.csv
13030,7,2,1-2-1,0,0,r125.csv
14490,4,2,1-2-1,0,0,r125.csv
14885,6,4,1-2-1,0,0,r125.csv
15365,3,8,1-2-1,0,0,r125.csv
15365,8,3,1-2-1,0,0,r125.csv
15375,6,7,1-2-1,0,0,r125.csv
15600,8,6,1-2-1,0,0,r125.csv
15605,6,8,1-2-1,0,0,r125.csv
16085,1,3,1-2-1,0,0,r125.csv
16085,3,1,1-2-1,0,0,r125.csv
16190,3,4,1-2-1,0,0,r125.csv
16560,8,2,1-2-1,0,0,r125.csv
17680,1,4,1-2-1,0,0,r125.csv
18285,1,5,1-2-1,0,0,r125.csv
19290,1,5,1-2-1,0,0,r125.csv
19840,1,3,1-2-1,0,0,r125.csv
19840,3,1,1-2-1,0,0,r125.csv
21030,1,3,1-2-1,0,0,r125.csv
21030,3,1,1-2-1,0,0,r125.csv
21725,1,4,1-2-1,0,0,r125.csv
21815,6,5,1-2-1,0,0,r125.csv
22385,3,7,1-2-1,0,0,r125.csv
23975,1,7,1-2-1,0,0,r125.csv
24885,6,8,1-2-1,0,0,r125.csv
25675,1,5,1-2-1,0,0,r125.csv
25800,3,1,1-2-1,0,0,r125.csv
25805,1,3,1-2-1,0,0,r125.csv
25970,6,7,1-2-1,0,0,r125.csv
26790,1,3,1-2-1,0,0,r125.csv
26790,3,1,1-2-1,0,0,r125.csv
26990,6,7,1-2-1,0,0,r125.csv
28190,6,3,1-2-1,0,0,r125.csv
28200,3,6,1-2-1,0,0,r125.csv
28280,3,7,1-2-1,0,0,r125.csv
29160,1,2,1-2-1,0,0,r125.csv
30370,6,2,1-2-1,0,0,r125.csv
30385,3,7,1-2-1,0,0,r125.csv
31280,3,6,1-2-1,0,0,r125.csv
31630,3,6,1-2-1,0,0,r125.csv
34160,3,5,1-2-1,0,0,r125.csv
36070,3,4,1-2-1,0,0,r125.csv
36965,3,4,1-2-1,0,0,r125.csv
38030,3,5,1-2-1,0,0,r125.csv
39860,3,5,1-2-1,0,0,r125.csv
41375,3,4,1-2-1,0,0,r125.csv
43005,3,7,1-2-1,0,0,r125.csv
43400,3,2,1-2-1,0,0,r125.csv
345,1,3,1-2-1,0,1,r126.csv
1815,1,5,1-2-1,0,1,r126.csv
3395,5,6,1-2-1,0,1,r126.csv
4740,5,6,1-2-1,0,0,r126.csv
4740,6,5,1-2-1,0,0,r126.csv
5210,1,6,1-2-1,0,0,r126.csv
5210,6,1,1-2-1,0,0,r126.csv
5280,6,8,1-2-1,0,1,r126.csv
5295,8,1,1-2-1,0,0,r126.csv
5300,1,8,1-2-1,0,0,r126.csv
6335,3,1,1-2-1,0,0,r126.csv
6340,1,3,1-2-1,0,0,r126.csv
7180,6,2,1-2-1,1,1,r126.csv
7375,5,2,1-2-1,0,0,r126.csv
7665,8,7,1-2-1,0,1,r126.csv
7800,8,6,1-2-1,0,0,r126.csv
8005,3,5,1-2-1,0,0,r126.csv
8075,3,6,1-2-1,0,0,r126.csv
8505,8,4,1-2-1,0,1,r126.csv
8510,4,8,1-2-1,0,0,r126.csv
9640,1,8,1-2-1,0,0,r126.csv
9640,8,1,1-2-1,0,0,r126.csv
10250,4,7,1-2-1,0,0,r126.csv
10250,7,4,1-2-1,0,0,r126.csv
10390,4,5,1-2-1,0,0,r126.csv
10560,3,2,1-2-1,0,0,r126.csv
11080,4,8,1-2-1,0,0,r126.csv
11085,8,4,1-2-1,0,0,r126.csv
11100,8,4,1-2-1,0,0,r126.csv
12575,8,7,1-2-1,0,0,r126.csv
12585,7,8,1-2-1,0,0,r126.csv
12740,7,2,1-2-1,0,0,r126.csv
12900,4,7,1-2-1,0,0,r126.csv
12930,4,7,1-2-1,0,0,r126.csv
13035,4,7,1-2-1,0,0,r126.csv
14440,1,4,1-2-1,0,0,r126.csv
14445,4,1,1-2-1,0,0,r126.csv
14635,1,5,1-2-1,0,0,r126.csv
14945,4,6,1-2-1,0,0,r126.csv
16410,8,7,1-2-1,0,0,r126.csv
16525,1,6,1-2-1,0,0,r126.csv
16785,8,2,1-2-1,0,0,r126.csv
17990,4,2,1-2-1,0,0,r126.csv
18650,1,3,1-2-1,0,0,r126.csv
24050,1,4,1-2-1,0,0,r126.csv
24085,1,2,1-2-1,0,0,r126.csv
500,1,4,1-2-1,0,1,r127.csv
1230,4,8,1-2-1,0,1,r127.csv
1445,4,7,1-2-1,0,1,r127.csv
1520,7,2,1-2-1,1,1,r127.csv
1945,1,3,1-2-1,0,1,r127.csv
2080,3,4,1-2-1,0,0,r127.csv
2080,4,3,1-2-1,0,0,r127.csv
2530,1,4,1-2-1,0,0,r127.csv
2530,4,1,1-2-1,0,0,r127.csv
2770,3,4,1-2-1,0,0,r127.csv
2770,4,3,1-2-1,0,0,r127.csv
2970,4,2,1-2-1,0,0,r127.csv
3410,1,5,1-2-1,0,1,r127.csv
3495,3,7,1-2-1,0,0,r127.csv
3715,8,6,1-2-1,0,1,r127.csv
4115,5,6,1-2-1,0,0,r127.csv
4115,6,5,1-2-1,0,0,r127.csv
4400,5,7,1-2-1,0,0,r127.csv
4425,1,2,1-2-1,0,0,r127.csv
4445,3,5,1-2-1,0,0,r127.csv
4450,5,3,1-2-1,0,0,r127.csv
5040,8,1,1-2-1,0,0,r127.csv
5370,8,6,1-2-1,0,0,r127.csv
5375,6,8,1-2-1,0,0,r127.csv
5405,5,1,1-2-1,0,0,r127.csv
5530,6,7,1-2-1,0,0,r127.csv
8270,3,8,1-2-1,0,0,r127.csv
8270,8,3,1-2-1,0,0,r127.csv
9200,6,5,1-2-1,0,0,r127.csv
9205,5,6,1-2-1,0,0,r127.csv
9300,6,4,1-2-1,0,0,r127.csv
9400,5,4,1-2-1,0,0,r127.csv
9440,5,1,1-2-1,0,0,r127.csv
9800,5,4,1-2-1,0,0,r127.csv
10005,3,6,1-2-1,0,0,r127.csv
10005,6,3,1-2-1,0,0,r127.csv
10180,5,7,1-2-1,0,0,r127.csv
10740,3,6,1-2-1,0,0,r127.csv
10740,6,3,1-2-1,0,0,r127.csv
11145,8,7,1-2-1,0,0,r127.csv
11660,8,6,1-2-1,0,0,r127.csv
11665,6,8,1-2-1,0,0,r127.csv
11725,5,4,1-2-1,0,0,r127.csv
12115,8,6,1-2-1,0,0,r127.csv
12120,6,8,1-2-1,0,0,r127.csv
12130,5,7,1-2-1,0,0,r127.csv
12210,3,7,1-2-1,0,0,r127.csv
12245,3,2,1-2-1,0,0,r127.csv
12265,8,1,1-2-1,0,0,r127.csv
13645,5,7,1-2-1,0,0,r127.csv
14015,8,3,1-2-1,0,0,r127.csv
14280,6,3,1-2-1,0,0,r127.csv
15025,5,7,1-2-1,0,0,r127.csv
15760,6,4,1-2-1,0,0,r127.csv
16150,6,7,1-2-1,0,0,r127.csv
16370,5,6,1-2-1,0,0,r127.csv
16370,6,5,1-2-1,0,0,r127.csv
16390,5,2,1-2-1,0,0,r127.csv
16395,6,2,1-2-1,0,0,r127.csv
17295,8,3,1-2-1,0,0,r127.csv
17605,8,5,1-2-1,0,0,r127.csv
17760,8,6,1-2-1,0,0,r127.csv
19280,8,6,1-2-1,0,0,r127.csv
21210,8,4,1-2-1,0,0,r127.csv
24565,8,3,1-2-1,0,0,r127.csv
26740,8,4,1-2-1,0,0,r127.csv
29650,8,7,1-2-1,0,0,r127.csv
30605,8,1,1-2-1,0,0,r127.csv
30940,8,6,1-2-1,0,0,r127.csv
31825,8,5,1-2-1,0,0,r127.csv
31910,8,5,1-2-1,0,0,r127.csv
35010,8,3,1-2-1,0,0,r127.csv
36740,8,6,1-2-1,0,0,r127.csv
38985,8,1,1-2-1,0,0,r127.csv
41950,8,1,1-2-1,0,0,r127.csv
42595,8,3,1-2-1,0,0,r127.csv
47660,8,7,1-2-1,0,0,r127.csv
1105,1,7,1-2-1,0,1,r128.csv
2060,7,3,1-2-1,0,1,r128.csv
2405,1,6,1-2-1,0,1,r128.csv
2650,1,4,1-2-1,0,1,r128.csv
2885,7,6,1-2-1,0,0,r128.csv
2890,6,7,1-2-1,0,0,r128.csv
3510,4,5,1-2-1,0,1,r128.csv
3950,3,4,1-2-1,0,0,r128.csv
3950,4,3,1-2-1,0,0,r128.csv
4115,5,3,1-2-1,0,0,r128.csv
4120,3,5,1-2-1,0,0,r128.csv
4345,4,7,1-2-1,0,0,r128.csv
4345,7,4,1-2-1,0,0,r128.csv
4625,4,6,1-2-1,0,0,r128.csv
4625,6,4,1-2-1,0,0,r128.csv
4710,5,8,1-2-1,0,1,r128.csv
5015,8,2,1-2-1,1,1,r128.csv
5225,3,1,1-2-1,0,0,r128.csv
5240,1,3,1-2-1,0,0,r128.csv
5440,4,8,1-2-1,0,0,r128.csv
5500,5,4,1-2-1,0,0,r128.csv
5505,4,5,1-2-1,0,0,r128.csv
5615,3,2,1-2-1,0,0,r128.csv
5630,5,8,1-2-1,0,0,r128.csv
6415,4,8,1-2-1,0,0,r128.csv
6725,6,4,1-2-1,0,0,r128.csv
6730,4,6,1-2-1,0,0,r128.csv
7035,4,3,1-2-1,0,0,r128.csv
7200,1,7,1-2-1,0,0,r128.csv
7200,7,1,1-2-1,0,0,r128.csv
7630,7,8,1-2-1,0,0,r128.csv
7955,7,6,1-2-1,0,0,r128.csv
7960,6,7,1-2-1,0,0,r128.csv
8005,4,2,1-2-1,0,0,r128.csv
8865,1,7,1-2-1,0,0,r128.csv
8865,7,1,1-2-1,0,0,r128.csv
9010,7,5,1-2-1,0,0,r128.csv
9015,5,7,1-2-1,0,0,r128.csv
9485,7,3,1-2-1,0,0,r128.csv
9630,7,2,1-2-1,0,0,r128.csv
9935,6,1,1-2-1,0,0,r128.csv
9940,1,6,1-2-1,0,0,r128.csv
10595,5,3,1-2-1,0,0,r128.csv
10980,6,4,1-2-1,0,0,r128.csv
11360,6,4,1-2-1,0,0,r128.csv
12120,1,8,1-2-1,0,0,r128.csv
12335,6,3,1-2-1,0,0,r128.csv
12665,6,5,1-2-1,0,0,r128.csv
12670,5,6,1-2-1,0,0,r128.csv
13875,5,8,1-2-1,0,0,r128.csv
14470,5,8,1-2-1,0,0,r128.csv
14730,6,2,1-2-1,0,0,r128.csv
15180,1,3,1-2-1,0,0,r128.csv
15765,5,7,1-2-1,0,0,r128.csv
15850,1,6,1-2-1,0,0,r128.csv
16310,5,8,1-2-1,0,0,r128.csv
17375,5,6,1-2-1,0,0,r128.csv
17440,1,6,1-2-1,0,0,r128.csv
18260,1,3,1-2-1,0,0,r128.csv
18595,1,5,1-2-1,0,0,r128.csv
18595,5,1,1-2-1,0,0,r128.csv
19245,1,4,1-2-1,0,0,r128.csv
19470,5,4,1-2-1,0,0,r128.csv
19560,1,5,1-2-1,0,0,r128.csv
19560,5,1,1-2-1,0,0,r128.csv
19600,5,8,1-2-1,0,0,r128.csv
20425,1,7,1-2-1,0,0,r128.csv
20570,5,2,1-2-1,0,0,r128.csv
22975,1,5,1-2-1,0,0,r128.csv
23395,1,7,1-2-1,0,0,r128.csv
26520,1,6,1-2-1,0,0,r128.csv
27785,1,5,1-2-1,0,0,r128.csv
30885,1,8,1-2-1,0,0,r128.csv
36305,1,7,1-2-1,0,0,r128.csv
38970,1,7,1-2-1,0,0,r128.csv
42570,1,6,1-2-1,0,0,r128.csv
48215,1,3,1-2-1,0,0,r128.csv
575,1,8,1-2-1,0,1,r129.csv
2245,1,5,1-2-1,0,1,r129.csv
2655,5,4,1-2-1,0,1,r129.csv
2660,4,5,1-2-1,0,0,r129.csv
2810,4,6,1-2-1,0,1,r129.csv
3805,4,8,1-2-1,0,0,r129.csv
3805,8,4,1-2-1,0,0,r129.csv
4240,8,3,1-2-1,0,1,r129.csv
4245,3,8,1-2-1,0,0,r129.csv
4865,3,4,1-2-1,0,0,r129.csv
4865,4,3,1-2-1,0,0,r129.csv
5130,3,5,1-2-1,0,0,r129.csv
5130,5,3,1-2-1,0,0,r129.csv
5255,8,2,1-2-1,1,1,r129.csv
5670,4,7,1-2-1,0,1,r129.csv
7370,1,5,1-2-1,0,0,r129.csv
7370,5,1,1-2-1,0,0,r129.csv
8100,5,2,1-2-1,0,0,r129.csv
8250,3,6,1-2-1,0,0,r129.csv
8250,6,3,1-2-1,0,0,r129.csv
8285,3,7,1-2-1,0,0,r129.csv
8285,7,3,1-2-1,0,0,r129.csv
9745,3,5,1-2-1,0,0,r129.csv
9825,4,1,1-2-1,0,0,r129.csv
9830,1,4,1-2-1,0,0,r129.csv
9880,1,7,1-2-1,0,0,r129.csv
9880,7,1,1-2-1,0,0,r129.csv
10890,6,2,1-2-1,0,0,r129.csv
11530,1,8,1-2-1,0,0,r129.csv
11580,3,5,1-2-1,0,0,r129.csv
11690,4,8,1-2-1,0,0,r129.csv
12170,3,8,1-2-1,0,0,r129.csv
12190,7,5,1-2-1,0,0,r129.csv
13080,7,1,1-2-1,0,0,r129.csv
13085,1,7,1-2-1,0,0,r129.csv
13485,4,6,1-2-1,0,0,r129.csv
13640,3,7,1-2-1,0,0,r129.csv
13640,7,3,1-2-1,0,0,r129.csv
14380,4,5,1-2-1,0,0,r129.csv
14525,1,6,1-2-1,0,0,r129.csv
14535,4,2,1-2-1,0,0,r129.csv
15205,1,8,1-2-1,0,0,r129.csv
15355,7,6,1-2-1,0,0,r129.csv
16120,7,2,1-2-1,0,0,r129.csv
16905,1,4,1-2-1,0,0,r129.csv
17365,3,6,1-2-1,0,0,r129.csv
17570,1,6,1-2-1,0,0,r129.csv
18125,1,8,1-2-1,0,0,r129.csv
18370,3,8,1-2-1,0,0,r129.csv
20165,1,5,1-2-1,0,0,r129.csv
20575,3,4,1-2-1,0,0,r129.csv
21920,1,8,1-2-1,0,0,r129.csv
22895,1,8,1-2-1,0,0,r129.csv
24450,3,5,1-2-1,0,0,r129.csv
25175,1,5,1-2-1,0,0,r129.csv
25405,1,2,1-2-1,0,0,r129.csv
26060,3,2,1-2-1,0,0,r129.csv
940,1,3,1-2-1,0,1,r13.csv
1750,3,4,1-2-1,0,1,r13.csv
2655,4,5,1-2-1,0,1,r13.csv
2780,4,6,1-2-1,0,1,r13.csv
2945,5,7,1-2-1,0,1,r13.csv
2950,7,5,1-2-1,0,0,r13.csv
3355,1,5,1-2-1,0,0,r13.csv
3355,5,1,1-2-1,0,0,r13.csv
3785,7,5,1-2-1,0,0,r13.csv
3790,5,7,1-2-1,0,0,r13.csv
4030,7,4,1-2-1,0,0,r13.csv
4035,4,7,1-2-1,0,0,r13.csv
4145,7,3,1-2-1,0,0,r13.csv
4150,3,7,1-2-1,0,0,r13.csv
4835,4,2,1-2-1,1,1,r13.csv
5475,3,2,1-2-1,0,0,r13.csv
6275,5,4,1-2-1,0,0,r13.csv
6370,5,2,1-2-1,0,0,r13.csv
6775,6,3,1-2-1,0,0,r13.csv
9250,1,4,1-2-1,0,0,r13.csv
9320,1,7,1-2-1,0,0,r13.csv
9320,7,1,1-2-1,0,0,r13.csv
9735,6,1,1-2-1,0,0,r13.csv
9740,1,6,1-2-1,0,0,r13.csv
11660,7,3,1-2-1,0,0,r13.csv
11850,7,5,1-2-1,0,0,r13.csv
12455,1,5,1-2-1,0,0,r13.csv
13390,7,5,1-2-1,0,0,r13.csv
15985,7,8,1-2-1,0,1,r13.csv
16755,8,4,1-2-1,0,0,r13.csv
17395,6,1,1-2-1,0,0,r13.csv
17400,1,6,1-2-1,0,0,r13.csv
18005,6,8,1-2-1,0,0,r13.csv
18005,8,6,1-2-1,0,0,r13.csv
19085,6,5,1-2-1,0,0,r13.csv
19120,6,3,1-2-1,0,0,r13.csv
19630,8,1,1-2-1,0,0,r13.csv
19635,1,8,1-2-1,0,0,r13.csv
19835,7,3,1-2-1,0,0,r13.csv
20450,8,4,1-2-1,0,0,r13.csv
20695,8,5,1-2-1,0,0,r13.csv
21180,8,1,1-2-1,0,0,r13.csv
21295,6,5,1-2-1,0,0,r13.csv
21365,6,2,1-2-1,0,0,r13.csv
22055,1,7,1-2-1,0,0,r13.csv
22055,7,1,1-2-1,0,0,r13.csv
22140,7,4,1-2-1,0,0,r13.csv
22145,1,4,1-2-1,0,0,r13.csv
22360,7,2,1-2-1,0,0,r13.csv
24680,1,7,1-2-1,0,0,r13.csv
25515,8,3,1-2-1,0,0,r13.csv
25650,8,1,1-2-1,0,0,r13.csv
25655,1,8,1-2-1,0,0,r13.csv
27200,8,5,1-2-1,0,0,r13.csv
28700,8,7,1-2-1,0,0,r13.csv
28910,8,7,1-2-1,0,0,r13.csv
28990,1,4,1-2-1,0,0,r13.csv
29140,8,1,1-2-1,0,0,r13.csv
29150,1,8,1-2-1,0,0,r13.csv
30645,8,7,1-2-1,0,0,r13.csv
30765,8,3,1-2-1,0,0,r13.csv
32250,8,5,1-2-1,0,0,r13.csv
32975,1,5,1-2-1,0,0,r13.csv
33245,1,7,1-2-1,0,0,r13.csv
33840,8,4,1-2-1,0,0,r13.csv
34450,1,7,1-2-1,0,0,r13.csv
34650,8,2,1-2-1,0,0,r13.csv
35205,1,8,1-2-1,0,0,r13.csv
36355,1,7,1-2-1,0,0,r13.csv
36950,1,2,1-2-1,0,0,r13.csv
2355,1,8,1-2-1,0,1,r130.csv
2765,8,2,1-2-1,1,1,r130.csv
2835,1,5,1-2-1,0,1,r130.csv
3875,5,8,1-2-1,0,0,r130.csv
4035,5,1,1-2-1,0,0,r130.csv
4040,1,5,1-2-1,0,0,r130.csv
4535,1,3,1-2-1,0,1,r130.csv
5050,5,2,1-2-1,0,0,r130.csv
7105,1,3,1-2-1,0,0,r130.csv
7105,3,1,1-2-1,0,0,r130.csv
7255,1,4,1-2-1,0,1,r130.csv
7525,1,5,1-2-1,0,0,r130.csv
8630,3,8,1-2-1,0,0,r130.csv
9370,3,8,1-2-1,0,0,r130.csv
9465,1,8,1-2-1,0,0,r130.csv
11705,3,7,1-2-1,0,1,r130.csv
12945,4,6,1-2-1,0,1,r130.csv
13085,7,2,1-2-1,0,0,r130.csv
13675,4,2,1-2-1,0,0,r130.csv
14225,6,4,1-2-1,0,0,r130.csv
14310,3,4,1-2-1,0,0,r130.csv
14920,1,3,1-2-1,0,0,r130.csv
14920,3,1,1-2-1,0,0,r130.csv
15395,6,5,1-2-1,0,0,r130.csv
15740,6,2,1-2-1,0,0,r130.csv
15770,3,2,1-2-1,0,0,r130.csv
19520,1,2,1-2-1,0,0,r130.csv
570,1,2,1-2-1,1,1,r131.csv
3085,1,8,1-2-1,0,1,r132.csv
4195,8,6,1-2-1,0,1,r132.csv
4200,6,8,1-2-1,0,0,r132.csv
4995,8,3,1-2-1,0,1,r132.csv
5135,6,3,1-2-1,0,0,r132.csv
5140,3,6,1-2-1,0,0,r132.csv
5275,8,1,1-2-1,0,0,r132.csv
5280,1,8,1-2-1,0,0,r132.csv
5960,8,4,1-2-1,0,1,r132.csv
5965,4,8,1-2-1,0,0,r132.csv
6845,1,3,1-2-1,0,0,r132.csv
6845,3,1,1-2-1,0,0,r132.csv
7190,1,2,1-2-1,1,1,r132.csv
7670,8,6,1-2-1,0,0,r132.csv
7675,6,8,1-2-1,0,0,r132.csv
7885,4,7,1-2-1,0,1,r132.csv
8870,3,7,1-2-1,0,0,r132.csv
8870,7,3,1-2-1,0,0,r132.csv
9125,4,2,1-2-1,0,0,r132.csv
9390,6,5,1-2-1,0,1,r132.csv
9395,5,6,1-2-1,0,0,r132.csv
9620,8,2,1-2-1,0,0,r132.csv
9685,6,1,1-2-1,0,0,r132.csv
10145,7,6,1-2-1,0,0,r132.csv
10150,6,7,1-2-1,0,0,r132.csv
10795,3,4,1-2-1,0,0,r132.csv
10940,6,8,1-2-1,0,0,r132.csv
11355,3,5,1-2-1,0,0,r132.csv
11355,5,3,1-2-1,0,0,r132.csv
11700,6,8,1-2-1,0,0,r132.csv
12105,5,2,1-2-1,0,0,r132.csv
12320,6,5,1-2-1,0,0,r132.csv
12405,7,8,1-2-1,0,0,r132.csv
12530,7,6,1-2-1,0,0,r132.csv
12535,6,7,1-2-1,0,0,r132.csv
13425,3,8,1-2-1,0,0,r132.csv
13600,7,1,1-2-1,0,0,r132.csv
13715,6,5,1-2-1,0,0,r132.csv
13980,7,3,1-2-1,0,0,r132.csv
13985,3,7,1-2-1,0,0,r132.csv
16255,7,5,1-2-1,0,0,r132.csv
16450,3,8,1-2-1,0,0,r132.csv
16865,6,5,1-2-1,0,0,r132.csv
17830,6,2,1-2-1,0,0,r132.csv
18200,3,6,1-2-1,0,0,r132.csv
20095,7,3,1-2-1,0,0,r132.csv
20100,3,7,1-2-1,0,0,r132.csv
22355,3,2,1-2-1,0,0,r132.csv
22840,7,1,1-2-1,0,0,r132.csv
23060,7,6,1-2-1,0,0,r132.csv
24680,7,3,1-2-1,0,0,r132.csv
24960,7,5,1-2-1,0,0,r132.csv
26155,7,6,1-2-1,0,0,r132.csv
26355,7,3,1-2-1,0,0,r132.csv
30435,7,5,1-2-1,0,0,r132.csv
31045,7,5,1-2-1,0,0,r132.csv
31525,7,5,1-2-1,0,0,r132.csv
31830,7,3,1-2-1,0,0,r132.csv
34330,7,4,1-2-1,0,0,r132.csv
35040,7,5,1-2-1,0,0,r132.csv
38310,7,6,1-2-1,0,0,r132.csv
38550,7,1,1-2-1,0,0,r132.csv
39770,7,5,1-2-1,0,0,r132.csv
39825,7,8,1-2-1,0,0,r132.csv
41465,7,5,1-2-1,0,0,r132.csv
42525,7,1,1-2-1,0,0,r132.csv
43550,7,6,1-2-1,0,0,r132.csv
43630,7,1,1-2-1,0,0,r132.csv
43910,7,5,1-2-1,0,0,r132.csv
44455,7,4,1-2-1,0,0,r132.csv
46650,7,4,1-2-1,0,0,r132.csv
47810,7,6,1-2-1,0,0,r132.csv
2215,1,8,1-2-1,0,1,r133.csv
2805,1,4,1-2-1,0,1,r133.csv
2930,4,3,1-2-1,0,1,r133.csv
2935,3,4,1-2-1,0,0,r133.csv
4140,4,2,1-2-1,1,1,r133.csv
4355,1,4,1-2-1,0,0,r133.csv
5070,1,7,1-2-1,0,1,r133.csv
5190,8,4,1-2-1,0,0,r133.csv
6045,8,5,1-2-1,0,1,r133.csv
6685,3,2,1-2-1,0,0,r133.csv
7260,1,3,1-2-1,0,0,r133.csv
8325,7,5,1-2-1,0,0,r133.csv
8330,5,7,1-2-1,0,0,r133.csv
8530,7,6,1-2-1,0,1,r133.csv
8615,1,6,1-2-1,0,0,r133.csv
8615,6,1,1-2-1,0,0,r133.csv
8650,1,3,1-2-1,0,0,r133.csv
8875,8,1,1-2-1,0,0,r133.csv
8880,1,8,1-2-1,0,0,r133.csv
9210,1,7,1-2-1,0,0,r133.csv
9210,7,1,1-2-1,0,0,r133.csv
9355,6,2,1-2-1,0,0,r133.csv
9915,1,2,1-2-1,0,0,r133.csv
11365,8,3,1-2-1,0,0,r133.csv
11585,8,3,1-2-1,0,0,r133.csv
12490,5,1,1-2-1,0,0,r133.csv
13040,5,2,1-2-1,0,0,r133.csv
15385,8,4,1-2-1,0,0,r133.csv
17375,7,2,1-2-1,0,0,r133.csv
18330,8,4,1-2-1,0,0,r133.csv
19835,8,7,1-2-1,0,0,r133.csv
20165,8,2,1-2-1,0,0,r133.csv
1710,1,7,1-2-1,0,1,r134.csv
1945,1,3,1-2-1,0,1,r134.csv
2645,7,2,1-2-1,1,1,r134.csv
3995,1,2,1-2-1,0,0,r134.csv
4275,3,6,1-2-1,0,1,r134.csv
5130,3,2,1-2-1,0,0,r134.csv
7025,6,2,1-2-1,0,0,r134.csv
785,1,3,1-2-1,0,1,r135.csv
2685,3,7,1-2-1,0,1,r135.csv
3165,1,2,1-2-1,1,1,r135.csv
3845,7,8,1-2-1,0,1,r135.csv
5530,7,4,1-2-1,0,1,r135.csv
5560,3,5,1-2-1,0,1,r135.csv
6585,8,1,1-2-1,0,0,r135.csv
6870,3,2,1-2-1,0,0,r135.csv
8240,5,1,1-2-1,0,0,r135.csv
8305,5,7,1-2-1,0,0,r135.csv
8305,7,5,1-2-1,0,0,r135.csv
8385,4,5,1-2-1,0,0,r135.csv
8385,5,4,1-2-1,0,0,r135.csv
8900,4,2,1-2-1,0,0,r135.csv
8935,5,3,1-2-1,0,0,r135.csv
9115,8,3,1-2-1,0,0,r135.csv
9750,7,2,1-2-1,0,0,r135.csv
10915,8,6,1-2-1,0,1,r135.csv
10920,6,8,1-2-1,0,0,r135.csv
