tempo,origem,destino,msg_id,delivered,forward_util,source_file
12290,8,5,1-2-1,0,0,r114.csv
12345,5,8,1-2-1,0,0,r114.csv
12390,5,8,1-2-1,0,0,r114.csv
12400,5,8,1-2-1,0,0,r114.csv
12420,5,8,1-2-1,0,0,r114.csv
12600,6,2,1-2-1,0,0,r114.csv
13290,5,6,1-2-1,0,0,r114.csv
13910,1,3,1-2-1,0,0,r114.csv
13935,8,5,1-2-1,0,0,r114.csv
13940,5,8,1-2-1,0,0,r114.csv
14835,5,4,1-2-1,0,0,r114.csv
15235,1,3,1-2-1,0,0,r114.csv
15470,1,4,1-2-1,0,0,r114.csv
16635,1,3,1-2-1,0,0,r114.csv
16805,1,4,1-2-1,0,0,r114.csv
17045,5,2,1-2-1,0,0,r114.csv
17910,1,4,1-2-1,0,0,r114.csv
18580,8,5,1-2-1,0,0,r114.csv
18795,1,4,1-2-1,0,0,r114.csv
18910,8,3,1-2-1,0,0,r114.csv
20090,1,7,1-2-1,0,0,r114.csv
20265,8,7,1-2-1,0,0,r114.csv
20985,1,8,1-2-1,0,0,r114.csv
20985,8,1,1-2-1,0,0,r114.csv
21620,1,5,1-2-1,0,0,r114.csv
21665,8,5,1-2-1,0,0,r114.csv
21700,8,1,1-2-1,0,0,r114.csv
21740,8,1,1-2-1,0,0,r114.csv
21835,1,7,1-2-1,0,0,r114.csv
22290,8,1,1-2-1,0,0,r114.csv
22295,1,8,1-2-1,0,0,r114.csv
22480,8,7,1-2-1,0,0,r114.csv
22625,1,2,1-2-1,0,0,r114.csv
26920,8,4,1-2-1,0,0,r114.csv
27995,8,3,1-2-1,0,0,r114.csv
28840,8,1,1-2-1,0,0,r114.csv
30775,8,1,1-2-1,0,0,r114.csv
32325,8,6,1-2-1,0,0,r114.csv
39235,8,2,1-2-1,0,0,r114.csv
80,1,5,1-2-1,0,1,r115.csv
1465,1,3,1-2-1,0,1,r115.csv
2555,5,7,1-2-1,0,1,r115.csv
2680,5,8,1-2-1,0,1,r115.csv
3580,7,1,1-2-1,0,0,r115.csv
3585,1,7,1-2-1,0,0,r115.csv
3800,5,6,1-2-1,0,1,r115.csv
4325,7,8,1-2-1,0,0,r115.csv
4335,7,8,1-2-1,0,0,r115.csv
4345,7,8,1-2-1,0,0,r115.csv
4475,1,3,1-2-1,0,0,r115.csv
4475,3,1,1-2-1,0,0,r115.csv
5120,3,4,1-2-1,0,1,r115.csv
5255,6,4,1-2-1,0,0,r115.csv
5260,4,6,1-2-1,0,0,r115.csv
5285,5,7,1-2-1,0,0,r115.csv
5285,7,5,1-2-1,0,0,r115.csv
5970,7,2,1-2-1,1,1,r115.csv
6285,6,7,1-2-1,0,0,r115.csv
6490,6,4,1-2-1,0,0,r115.csv
6495,4,6,1-2-1,0,0,r115.csv
6535,8,7,1-2-1,0,0,r115.csv
6650,8,4,1-2-1,0,0,r115.csv
6655,4,8,1-2-1,0,0,r115.csv
7495,5,2,1-2-1,0,0,r115.csv
7875,4,2,1-2-1,0,0,r115.csv
8205,3,5,1-2-1,0,0,r115.csv
8410,3,2,1-2-1,0,0,r115.csv
8815,8,3,1-2-1,0,0,r115.csv
9530,6,8,1-2-1,0,0,r115.csv
9530,8,6,1-2-1,0,0,r115.csv
10035,1,7,1-2-1,0,0,r115.csv
10205,6,2,1-2-1,0,0,r115.csv
10980,1,7,1-2-1,0,0,r115.csv
11395,1,6,1-2-1,0,0,r115.csv
11775,8,6,1-2-1,0,0,r115.csv
11950,8,5,1-2-1,0,0,r115.csv
11960,8,5,1-2-1,0,0,r115.csv
13350,8,5,1-2-1,0,0,r115.csv
13945,1,3,1-2-1,0,0,r115.csv
14765,8,3,1-2-1,0,0,r115.csv
15595,1,8,1-2-1,0,0,r115.csv
15595,8,1,1-2-1,0,0,r115.csv
16175,1,3,1-2-1,0,0,r115.csv
16235,1,4,1-2-1,0,0,r115.csv
20020,8,7,1-2-1,0,0,r115.csv
20405,8,1,1-2-1,0,0,r115.csv
20410,1,8,1-2-1,0,0,r115.csv
20415,1,4,1-2-1,0,0,r115.csv
20430,8,4,1-2-1,0,0,r115.csv
20835,1,2,1-2-1,0,0,r115.csv
22230,8,2,1-2-1,0,0,r115.csv
3375,1,6,1-2-1,0,1,r116.csv
3545,6,1,1-2-1,0,0,r116.csv
3550,1,6,1-2-1,0,0,r116.csv
6370,1,8,1-2-1,0,1,r116.csv
8730,6,4,1-2-1,0,1,r116.csv
8735,4,6,1-2-1,0,0,r116.csv
8860,1,2,1-2-1,1,1,r116.csv
9335,4,2,1-2-1,0,0,r116.csv
9515,6,3,1-2-1,0,1,r116.csv
10160,6,7,1-2-1,0,1,r116.csv
10190,8,6,1-2-1,0,0,r116.csv
10195,6,8,1-2-1,0,0,r116.csv
10195,8,7,1-2-1,0,0,r116.csv
10200,7,8,1-2-1,0,0,r116.csv
10810,6,1,1-2-1,0,0,r116.csv
11060,3,8,1-2-1,0,0,r116.csv
11060,8,3,1-2-1,0,0,r116.csv
12320,3,2,1-2-1,0,0,r116.csv
13825,7,2,1-2-1,0,0,r116.csv
14150,6,8,1-2-1,0,0,r116.csv
14150,8,6,1-2-1,0,0,r116.csv
14315,6,3,1-2-1,0,0,r116.csv
14325,8,7,1-2-1,0,0,r116.csv
14720,6,5,1-2-1,0,1,r116.csv
14850,6,1,1-2-1,0,0,r116.csv
16570,6,3,1-2-1,0,0,r116.csv
16945,5,8,1-2-1,0,0,r116.csv
16945,5,2,1-2-1,0,0,r116.csv
16945,8,5,1-2-1,0,0,r116.csv
16945,8,2,1-2-1,0,0,r116.csv
18740,6,5,1-2-1,0,0,r116.csv
19355,6,4,1-2-1,0,0,r116.csv
21335,6,1,1-2-1,0,0,r116.csv
22405,6,4,1-2-1,0,0,r116.csv
24605,6,8,1-2-1,0,0,r116.csv
26060,6,8,1-2-1,0,0,r116.csv
26330,6,2,1-2-1,0,0,r116.csv
2535,1,4,1-2-1,0,1,r117.csv
3085,1,7,1-2-1,0,1,r117.csv
3110,4,8,1-2-1,0,1,r117.csv
3185,1,5,1-2-1,0,1,r117.csv
4390,8,7,1-2-1,0,0,r117.csv
4395,7,8,1-2-1,0,0,r117.csv
4815,7,5,1-2-1,0,0,r117.csv
4820,5,7,1-2-1,0,0,r117.csv
5075,7,1,1-2-1,0,0,r117.csv
5080,1,7,1-2-1,0,0,r117.csv
5365,8,4,1-2-1,0,0,r117.csv
5370,4,8,1-2-1,0,0,r117.csv
5560,4,7,1-2-1,0,0,r117.csv
5560,7,4,1-2-1,0,0,r117.csv
5600,1,6,1-2-1,0,1,r117.csv
5680,6,3,1-2-1,0,1,r117.csv
6455,6,8,1-2-1,0,0,r117.csv
6455,8,6,1-2-1,0,0,r117.csv
6780,3,2,1-2-1,1,1,r117.csv
7060,6,3,1-2-1,0,0,r117.csv
7075,8,1,1-2-1,0,0,r117.csv
7080,1,8,1-2-1,0,0,r117.csv
7160,7,2,1-2-1,0,0,r117.csv
7335,6,1,1-2-1,0,0,r117.csv
7340,1,6,1-2-1,0,0,r117.csv
8380,8,3,1-2-1,0,0,r117.csv
8535,8,4,1-2-1,0,0,r117.csv
8545,4,8,1-2-1,0,0,r117.csv
8650,8,4,1-2-1,0,0,r117.csv
8655,4,8,1-2-1,0,0,r117.csv
9445,6,5,1-2-1,0,0,r117.csv
9450,5,6,1-2-1,0,0,r117.csv
9550,5,7,1-2-1,0,0,r117.csv
10220,6,1,1-2-1,0,0,r117.csv
10340,6,2,1-2-1,0,0,r117.csv
10990,4,5,1-2-1,0,0,r117.csv
10990,5,4,1-2-1,0,0,r117.csv
11035,1,3,1-2-1,0,0,r117.csv
12270,5,7,1-2-1,0,0,r117.csv
12520,1,2,1-2-1,0,0,r117.csv
14215,8,3,1-2-1,0,0,r117.csv
14805,5,7,1-2-1,0,0,r117.csv
15035,4,6,1-2-1,0,0,r117.csv
16340,8,7,1-2-1,0,0,r117.csv
17795,4,3,1-2-1,0,0,r117.csv
19200,4,6,1-2-1,0,0,r117.csv
21260,8,7,1-2-1,0,0,r117.csv
21800,5,3,1-2-1,0,0,r117.csv
22305,8,5,1-2-1,0,0,r117.csv
22310,5,8,1-2-1,0,0,r117.csv
22635,5,3,1-2-1,0,0,r117.csv
23090,4,2,1-2-1,0,0,r117.csv
23960,5,1,1-2-1,0,0,r117.csv
24310,5,3,1-2-1,0,0,r117.csv
24600,5,3,1-2-1,0,0,r117.csv
24950,8,2,1-2-1,0,0,r117.csv
25945,5,3,1-2-1,0,0,r117.csv
26370,5,7,1-2-1,0,0,r117.csv
28605,5,2,1-2-1,0,0,r117.csv
2175,1,3,1-2-1,0,1,r118.csv
4310,3,6,1-2-1,0,1,r118.csv
5000,3,4,1-2-1,0,1,r118.csv
5140,3,5,1-2-1,0,1,r118.csv
5535,6,8,1-2-1,0,1,r118.csv
5585,8,4,1-2-1,0,0,r118.csv
5590,4,8,1-2-1,0,0,r118.csv
5820,3,6,1-2-1,0,0,r118.csv
5820,6,3,1-2-1,0,0,r118.csv
6545,8,2,1-2-1,1,1,r118.csv
6830,3,4,1-2-1,0,0,r118.csv
6830,4,3,1-2-1,0,0,r118.csv
6990,4,7,1-2-1,0,1,r118.csv
7110,7,4,1-2-1,0,0,r118.csv
7115,4,7,1-2-1,0,0,r118.csv
7250,7,1,1-2-1,0,0,r118.csv
7255,1,7,1-2-1,0,0,r118.csv
7460,5,6,1-2-1,0,0,r118.csv
7460,6,5,1-2-1,0,0,r118.csv
8600,5,6,1-2-1,0,0,r118.csv
8600,6,5,1-2-1,0,0,r118.csv
9140,6,3,1-2-1,0,0,r118.csv
9145,3,6,1-2-1,0,0,r118.csv
9350,5,2,1-2-1,0,0,r118.csv
9450,1,6,1-2-1,0,0,r118.csv
9450,6,1,1-2-1,0,0,r118.csv
9500,4,5,1-2-1,0,0,r118.csv
9865,3,4,1-2-1,0,0,r118.csv
9865,4,3,1-2-1,0,0,r118.csv
10160,3,7,1-2-1,0,0,r118.csv
10160,7,3,1-2-1,0,0,r118.csv
10685,3,2,1-2-1,0,0,r118.csv
11605,4,3,1-2-1,0,0,r118.csv
13000,4,1,1-2-1,0,0,r118.csv
13005,1,4,1-2-1,0,0,r118.csv
13405,1,5,1-2-1,0,0,r118.csv
13805,7,5,1-2-1,0,0,r118.csv
14880,4,8,1-2-1,0,0,r118.csv
14930,6,7,1-2-1,0,0,r118.csv
14930,7,6,1-2-1,0,0,r118.csv
15860,4,5,1-2-1,0,0,r118.csv
16090,6,8,1-2-1,0,0,r118.csv
17720,4,3,1-2-1,0,0,r118.csv
19110,4,5,1-2-1,0,0,r118.csv
20145,1,5,1-2-1,0,0,r118.csv
20150,1,4,1-2-1,0,0,r118.csv
20155,4,1,1-2-1,0,0,r118.csv
20640,1,3,1-2-1,0,0,r118.csv
20840,6,5,1-2-1,0,0,r118.csv
21050,6,1,1-2-1,0,0,r118.csv
21060,1,6,1-2-1,0,0,r118.csv
21105,6,3,1-2-1,0,0,r118.csv
21385,1,2,1-2-1,0,0,r118.csv
21525,4,1,1-2-1,0,0,r118.csv
21910,4,3,1-2-1,0,0,r118.csv
22455,4,3,1-2-1,0,0,r118.csv
23510,4,5,1-2-1,0,0,r118.csv
24505,7,6,1-2-1,0,0,r118.csv
24510,6,7,1-2-1,0,0,r118.csv
24650,4,3,1-2-1,0,0,r118.csv
25820,4,7,1-2-1,0,0,r118.csv
25820,7,4,1-2-1,0,0,r118.csv
26690,4,8,1-2-1,0,0,r118.csv
26990,4,6,1-2-1,0,0,r118.csv
26990,6,4,1-2-1,0,0,r118.csv
27250,6,1,1-2-1,0,0,r118.csv
27570,7,3,1-2-1,0,0,r118.csv
29025,6,8,1-2-1,0,0,r118.csv
29135,6,7,1-2-1,0,0,r118.csv
29140,7,6,1-2-1,0,0,r118.csv
30545,6,7,1-2-1,0,0,r118.csv
30545,7,6,1-2-1,0,0,r118.csv
31005,7,2,1-2-1,0,0,r118.csv
31235,4,8,1-2-1,0,0,r118.csv
33935,6,3,1-2-1,0,0,r118.csv
35500,6,7,1-2-1,0,0,r118.csv
36590,4,5,1-2-1,0,0,r118.csv
36720,6,5,1-2-1,0,0,r118.csv
36850,4,5,1-2-1,0,0,r118.csv
37000,4,5,1-2-1,0,0,r118.csv
37005,4,2,1-2-1,0,0,r118.csv
38110,6,4,1-2-1,0,0,r118.csv
38325,6,3,1-2-1,0,0,r118.csv
40925,6,1,1-2-1,0,0,r118.csv
42905,6,5,1-2-1,0,0,r118.csv
43820,6,4,1-2-1,0,0,r118.csv
43925,6,1,1-2-1,0,0,r118.csv
44100,6,5,1-2-1,0,0,r118.csv
47685,6,4,1-2-1,0,0,r118.csv
175,1,3,1-2-1,0,1,r119.csv
385,3,8,1-2-1,0,1,r119.csv
1805,1,4,1-2-1,0,1,r119.csv
2040,4,2,1-2-1,1,1,r119.csv
2285,1,7,1-2-1,0,1,r119.csv
2465,3,6,1-2-1,0,1,r119.csv
2530,1,5,1-2-1,0,1,r119.csv
2780,7,2,1-2-1,0,0,r119.csv
2945,8,1,1-2-1,0,0,r119.csv
2955,1,8,1-2-1,0,0,r119.csv
3955,1,4,1-2-1,0,0,r119.csv
4375,5,3,1-2-1,0,0,r119.csv
4380,3,5,1-2-1,0,0,r119.csv
4800,6,4,1-2-1,0,0,r119.csv
6670,5,4,1-2-1,0,0,r119.csv
7440,6,4,1-2-1,0,0,r119.csv
8240,8,2,1-2-1,0,0,r119.csv
8420,1,4,1-2-1,0,0,r119.csv
9400,6,7,1-2-1,0,0,r119.csv
9660,1,5,1-2-1,0,0,r119.csv
9660,5,1,1-2-1,0,0,r119.csv
10585,1,6,1-2-1,0,0,r119.csv
10585,6,1,1-2-1,0,0,r119.csv
10715,5,8,1-2-1,0,0,r119.csv
10735,1,7,1-2-1,0,0,r119.csv
10770,6,4,1-2-1,0,0,r119.csv
11250,1,8,1-2-1,0,0,r119.csv
11785,3,1,1-2-1,0,0,r119.csv
11790,1,3,1-2-1,0,0,r119.csv
12145,5,4,1-2-1,0,0,r119.csv
12150,1,7,1-2-1,0,0,r119.csv
12790,1,4,1-2-1,0,0,r119.csv
12790,1,8,1-2-1,0,0,r119.csv
13470,3,8,1-2-1,0,0,r119.csv
14260,1,7,1-2-1,0,0,r119.csv
15010,5,7,1-2-1,0,0,r119.csv
15750,3,2,1-2-1,0,0,r119.csv
15920,5,7,1-2-1,0,0,r119.csv
16775,5,2,1-2-1,0,0,r119.csv
17205,6,1,1-2-1,0,0,r119.csv
17210,1,6,1-2-1,0,0,r119.csv
19590,1,4,1-2-1,0,0,r119.csv
19720,1,2,1-2-1,0,0,r119.csv
19815,6,5,1-2-1,0,0,r119.csv
21140,6,8,1-2-1,0,0,r119.csv
22990,6,3,1-2-1,0,0,r119.csv
25560,6,7,1-2-1,0,0,r119.csv
26115,6,1,1-2-1,0,0,r119.csv
26560,6,3,1-2-1,0,0,r119.csv
27780,6,1,1-2-1,0,0,r119.csv
28325,6,3,1-2-1,0,0,r119.csv
28535,6,4,1-2-1,0,0,r119.csv
33130,6,3,1-2-1,0,0,r119.csv
36030,6,7,1-2-1,0,0,r119.csv
36795,6,8,1-2-1,0,0,r119.csv
38510,6,1,1-2-1,0,0,r119.csv
40610,6,8,1-2-1,0,0,r119.csv
42175,6,3,1-2-1,0,0,r119.csv
45640,6,5,1-2-1,0,0,r119.csv
46205,6,7,1-2-1,0,0,r119.csv
47250,6,1,1-2-1,0,0,r119.csv
47530,6,5,1-2-1,0,0,r119.csv
49030,6,2,1-2-1,0,0,r119.csv
275,1,6,1-2-1,0,1,r12.csv
1580,6,7,1-2-1,0,1,r12.csv
2060,6,2,1-2-1,1,1,r12.csv
2780,1,2,1-2-1,0,0,r12.csv
3890,7,1,1-2-1,0,0,r12.csv
4495,7,6,1-2-1,0,0,r12.csv
5640,7,8,1-2-1,0,1,r12.csv
7320,7,4,1-2-1,0,1,r12.csv
7705,7,2,1-2-1,0,0,r12.csv
8345,4,8,1-2-1,0,0,r12.csv
8345,8,4,1-2-1,0,0,r12.csv
8985,4,2,1-2-1,0,0,r12.csv
9305,8,6,1-2-1,0,0,r12.csv
9895,8,4,1-2-1,0,0,r12.csv
11175,8,5,1-2-1,0,1,r12.csv
11755,8,3,1-2-1,0,1,r12.csv
12115,5,1,1-2-1,0,0,r12.csv
12430,8,1,1-2-1,0,0,r12.csv
12805,8,7,1-2-1,0,0,r12.csv
13025,3,1,1-2-1,0,0,r12.csv
13285,8,4,1-2-1,0,0,r12.csv
13465,5,1,1-2-1,0,0,r12.csv
15660,5,6,1-2-1,0,0,r12.csv
15700,8,6,1-2-1,0,0,r12.csv
15725,8,5,1-2-1,0,0,r12.csv
17225,5,8,1-2-1,0,0,r12.csv
17225,8,5,1-2-1,0,0,r12.csv
17350,5,7,1-2-1,0,0,r12.csv
19655,3,7,1-2-1,0,0,r12.csv
20850,3,2,1-2-1,0,0,r12.csv
21270,5,7,1-2-1,0,0,r12.csv
21305,8,6,1-2-1,0,0,r12.csv
21310,8,2,1-2-1,0,0,r12.csv
22025,5,8,1-2-1,0,0,r12.csv
22825,5,7,1-2-1,0,0,r12.csv
23080,5,1,1-2-1,0,0,r12.csv
23600,5,1,1-2-1,0,0,r12.csv
23965,5,6,1-2-1,0,0,r12.csv
24040,5,8,1-2-1,0,0,r12.csv
24495,5,4,1-2-1,0,0,r12.csv
24510,5,7,1-2-1,0,0,r12.csv
24650,5,8,1-2-1,0,0,r12.csv
27405,5,2,1-2-1,0,0,r12.csv
1790,1,8,1-2-1,0,1,r120.csv
4370,8,2,1-2-1,1,1,r120.csv
4575,1,4,1-2-1,0,1,r120.csv
4995,1,7,1-2-1,0,1,r120.csv
5645,7,8,1-2-1,0,0,r120.csv
6445,4,2,1-2-1,0,0,r120.csv
7185,1,2,1-2-1,0,0,r120.csv
8105,7,6,1-2-1,0,1,r120.csv
8110,6,7,1-2-1,0,0,r120.csv
8960,6,3,1-2-1,0,1,r120.csv
8965,3,6,1-2-1,0,0,r120.csv
10475,7,1,1-2-1,0,0,r120.csv
11505,3,8,1-2-1,0,0,r120.csv
11645,3,2,1-2-1,0,0,r120.csv
12615,7,3,1-2-1,0,0,r120.csv
13765,7,6,1-2-1,0,0,r120.csv
13770,6,7,1-2-1,0,0,r120.csv
15035,7,4,1-2-1,0,0,r120.csv
15240,7,5,1-2-1,0,1,r120.csv
15335,5,1,1-2-1,0,0,r120.csv
15390,5,2,1-2-1,0,0,r120.csv
18240,6,8,1-2-1,0,0,r120.csv
18470,7,4,1-2-1,0,0,r120.csv
19630,7,2,1-2-1,0,0,r120.csv
20175,6,3,1-2-1,0,0,r120.csv
20385,6,8,1-2-1,0,0,r120.csv
20605,6,1,1-2-1,0,0,r120.csv
21520,6,3,1-2-1,0,0,r120.csv
21770,6,4,1-2-1,0,0,r120.csv
23940,6,2,1-2-1,0,0,r120.csv
710,1,6,1-2-1,0,1,r121.csv
910,6,7,1-2-1,0,1,r121.csv
1635,6,5,1-2-1,0,1,r121.csv
1640,5,6,1-2-1,0,0,r121.csv
2375,1,6,1-2-1,0,0,r121.csv
2375,6,1,1-2-1,0,0,r121.csv
2575,5,6,1-2-1,0,0,r121.csv
2575,6,5,1-2-1,0,0,r121.csv
3215,1,7,1-2-1,0,0,r121.csv
3215,7,1,1-2-1,0,0,r121.csv
3435,7,3,1-2-1,0,1,r121.csv
3450,3,7,1-2-1,0,0,r121.csv
3470,3,7,1-2-1,0,0,r121.csv
3570,1,3,1-2-1,0,0,r121.csv
3570,3,1,1-2-1,0,0,r121.csv
3715,1,4,1-2-1,0,1,r121.csv
3730,7,8,1-2-1,0,1,r121.csv
3740,3,2,1-2-1,1,1,r121.csv
3940,1,5,1-2-1,0,0,r121.csv
3940,5,1,1-2-1,0,0,r121.csv
4005,8,5,1-2-1,0,0,r121.csv
4010,5,8,1-2-1,0,0,r121.csv
4615,8,5,1-2-1,0,0,r121.csv
4620,5,8,1-2-1,0,0,r121.csv
5310,5,3,1-2-1,0,0,r121.csv
5515,8,6,1-2-1,0,0,r121.csv
5520,6,8,1-2-1,0,0,r121.csv
6065,7,6,1-2-1,0,0,r121.csv
6070,6,7,1-2-1,0,0,r121.csv
6740,4,1,1-2-1,0,0,r121.csv
6745,1,4,1-2-1,0,0,r121.csv
7200,6,2,1-2-1,0,0,r121.csv
7315,1,5,1-2-1,0,0,r121.csv
7315,5,1,1-2-1,0,0,r121.csv
7555,8,2,1-2-1,0,0,r121.csv
7795,5,4,1-2-1,0,0,r121.csv
7800,4,5,1-2-1,0,0,r121.csv
7950,4,6,1-2-1,0,0,r121.csv
8285,5,6,1-2-1,0,0,r121.csv
8465,1,3,1-2-1,0,0,r121.csv
8710,1,2,1-2-1,0,0,r121.csv
8805,7,4,1-2-1,0,0,r121.csv
8810,4,7,1-2-1,0,0,r121.csv
9550,5,3,1-2-1,0,0,r121.csv
9985,4,6,1-2-1,0,0,r121.csv
10040,5,6,1-2-1,0,0,r121.csv
10060,5,4,1-2-1,0,0,r121.csv
10070,4,5,1-2-1,0,0,r121.csv
10250,7,3,1-2-1,0,0,r121.csv
10290,7,3,1-2-1,0,0,r121.csv
10755,4,6,1-2-1,0,0,r121.csv
12140,7,5,1-2-1,0,0,r121.csv
12145,5,7,1-2-1,0,0,r121.csv
12675,4,6,1-2-1,0,0,r121.csv
13825,7,8,1-2-1,0,0,r121.csv
13830,4,3,1-2-1,0,0,r121.csv
14025,5,3,1-2-1,0,0,r121.csv
14150,4,1,1-2-1,0,0,r121.csv
15545,4,5,1-2-1,0,0,r121.csv
15545,5,4,1-2-1,0,0,r121.csv
16605,7,6,1-2-1,0,0,r121.csv
18455,4,1,1-2-1,0,0,r121.csv
18460,7,8,1-2-1,0,0,r121.csv
18950,4,5,1-2-1,0,0,r121.csv
18950,5,4,1-2-1,0,0,r121.csv
19245,5,2,1-2-1,0,0,r121.csv
19785,4,5,1-2-1,0,0,r121.csv
20090,7,4,1-2-1,0,0,r121.csv
20095,4,7,1-2-1,0,0,r121.csv
20255,4,1,1-2-1,0,0,r121.csv
20875,7,6,1-2-1,0,0,r121.csv
21240,7,6,1-2-1,0,0,r121.csv
21725,7,1,1-2-1,0,0,r121.csv
21965,4,6,1-2-1,0,0,r121.csv
21995,4,2,1-2-1,0,0,r121.csv
24365,7,8,1-2-1,0,0,r121.csv
25300,7,3,1-2-1,0,0,r121.csv
25460,7,4,1-2-1,0,0,r121.csv
26965,7,2,1-2-1,0,0,r121.csv
795,1,7,1-2-1,0,1,r122.csv
1085,7,5,1-2-1,0,1,r122.csv
1255,1,5,1-2-1,0,0,r122.csv
1255,5,1,1-2-1,0,0,r122.csv
2155,7,3,1-2-1,0,1,r122.csv
3460,7,1,1-2-1,0,0,r122.csv
3465,1,7,1-2-1,0,0,r122.csv
3815,1,5,1-2-1,0,0,r122.csv
3815,5,1,1-2-1,0,0,r122.csv
4130,5,6,1-2-1,0,1,r122.csv
4210,5,3,1-2-1,0,0,r122.csv
4220,3,5,1-2-1,0,0,r122.csv
4995,6,3,1-2-1,0,0,r122.csv
5000,3,6,1-2-1,0,0,r122.csv
5955,3,2,1-2-1,1,1,r122.csv
6175,6,3,1-2-1,0,0,r122.csv
6185,6,4,1-2-1,0,1,r122.csv
6190,4,6,1-2-1,0,0,r122.csv
6240,6,1,1-2-1,0,0,r122.csv
6245,1,6,1-2-1,0,0,r122.csv
6590,6,2,1-2-1,0,0,r122.csv
7365,7,4,1-2-1,0,0,r122.csv
7375,4,7,1-2-1,0,0,r122.csv
7555,7,5,1-2-1,0,0,r122.csv
7560,5,7,1-2-1,0,0,r122.csv
7740,1,5,1-2-1,0,0,r122.csv
7740,5,1,1-2-1,0,0,r122.csv
7990,7,1,1-2-1,0,0,r122.csv
7995,1,7,1-2-1,0,0,r122.csv
8050,5,6,1-2-1,0,0,r122.csv
8165,4,1,1-2-1,0,0,r122.csv
8170,1,4,1-2-1,0,0,r122.csv
9325,5,1,1-2-1,0,0,r122.csv
9330,1,5,1-2-1,0,0,r122.csv
9480,5,3,1-2-1,0,0,r122.csv
10330,1,2,1-2-1,0,0,r122.csv
10375,5,4,1-2-1,0,0,r122.csv
10380,4,5,1-2-1,0,0,r122.csv
10740,7,3,1-2-1,0,0,r122.csv
11060,4,3,1-2-1,0,0,r122.csv
11745,4,5,1-2-1,0,0,r122.csv
11745,5,4,1-2-1,0,0,r122.csv
13810,4,7,1-2-1,0,0,r122.csv
13810,7,4,1-2-1,0,0,r122.csv
14670,7,6,1-2-1,0,0,r122.csv
15160,5,6,1-2-1,0,0,r122.csv
15730,5,8,1-2-1,0,1,r122.csv
16330,4,8,1-2-1,0,0,r122.csv
16330,8,4,1-2-1,0,0,r122.csv
16815,7,1,1-2-1,0,0,r122.csv
17350,5,2,1-2-1,0,0,r122.csv
17420,4,7,1-2-1,0,0,r122.csv
17420,7,4,1-2-1,0,0,r122.csv
17635,7,6,1-2-1,0,0,r122.csv
17915,7,2,1-2-1,0,0,r122.csv
19480,4,2,1-2-1,0,0,r122.csv
19555,8,5,1-2-1,0,0,r122.csv
19625,8,6,1-2-1,0,0,r122.csv
22860,8,7,1-2-1,0,0,r122.csv
25815,8,3,1-2-1,0,0,r122.csv
28665,8,6,1-2-1,0,0,r122.csv
31535,8,4,1-2-1,0,0,r122.csv
32330,8,5,1-2-1,0,0,r122.csv
33345,8,6,1-2-1,0,0,r122.csv
33450,8,2,1-2-1,0,0,r122.csv
750,1,8,1-2-1,0,1,r123.csv
815,1,3,1-2-1,0,1,r123.csv
1755,1,2,1-2-1,1,1,r123.csv
1935,3,7,1-2-1,0,1,r123.csv
2555,7,4,1-2-1,0,1,r123.csv
2560,4,7,1-2-1,0,0,r123.csv
3150,7,3,1-2-1,0,0,r123.csv
3155,3,7,1-2-1,0,0,r123.csv
3190,8,3,1-2-1,0,0,r123.csv
3195,3,8,1-2-1,0,0,r123.csv
3705,8,7,1-2-1,0,0,r123.csv
3710,7,8,1-2-1,0,0,r123.csv
3880,7,2,1-2-1,0,0,r123.csv
4725,4,2,1-2-1,0,0,r123.csv
6850,8,2,1-2-1,0,0,r123.csv
9555,3,6,1-2-1,0,1,r123.csv
9630,6,5,1-2-1,0,1,r123.csv
11185,5,7,1-2-1,0,0,r123.csv
11485,5,8,1-2-1,0,0,r123.csv
12385,5,6,1-2-1,0,0,r123.csv
12385,6,5,1-2-1,0,0,r123.csv
12405,6,3,1-2-1,0,0,r123.csv
12410,3,6,1-2-1,0,0,r123.csv
12415,3,5,1-2-1,0,0,r123.csv
12415,5,3,1-2-1,0,0,r123.csv
12635,5,8,1-2-1,0,0,r123.csv
12870,3,5,1-2-1,0,0,r123.csv
12870,5,3,1-2-1,0,0,r123.csv
13765,5,6,1-2-1,0,0,r123.csv
13765,6,5,1-2-1,0,0,r123.csv
13920,5,6,1-2-1,0,0,r123.csv
13920,6,5,1-2-1,0,0,r123.csv
14255,6,3,1-2-1,0,0,r123.csv
14260,3,6,1-2-1,0,0,r123.csv
14625,5,8,1-2-1,0,0,r123.csv
14890,6,8,1-2-1,0,0,r123.csv
15685,3,5,1-2-1,0,0,r123.csv
15685,5,3,1-2-1,0,0,r123.csv
16170,3,6,1-2-1,0,0,r123.csv
16170,6,3,1-2-1,0,0,r123.csv
16625,6,2,1-2-1,0,0,r123.csv
19230,3,2,1-2-1,0,0,r123.csv
19895,5,1,1-2-1,0,0,r123.csv
20775,5,3,1-2-1,0,0,r123.csv
23130,5,7,1-2-1,0,0,r123.csv
23705,5,4,1-2-1,0,0,r123.csv
24585,5,1,1-2-1,0,0,r123.csv
26430,5,6,1-2-1,0,0,r123.csv
27530,5,6,1-2-1,0,0,r123.csv
28990,5,8,1-2-1,0,0,r123.csv
29995,5,2,1-2-1,0,0,r123.csv
