tempo,origem,destino,msg_id,delivered
10520,19,11,1-2-1,0
10560,5,8,1-2-1,0
10565,13,18,1-2-1,0
10595,19,6,1-2-1,0
10660,19,2,1-2-1,0
10695,4,9,1-2-1,0
10695,9,4,1-2-1,0
10820,4,6,1-2-1,0
10855,4,17,1-2-1,0
10910,4,1,1-2-1,0
10915,1,4,1-2-1,0
10935,1,17,1-2-1,0
11090,1,20,1-2-1,0
11175,13,10,1-2-1,0
11360,14,10,1-2-1,0
11375,14,17,1-2-1,0
11755,4,8,1-2-1,0
11860,5,2,1-2-1,0
12395,14,19,1-2-1,0
12415,4,12,1-2-1,0
12660,9,18,1-2-1,0
12715,13,16,1-2-1,0
12740,14,1,1-2-1,0
12745,1,14,1-2-1,0
12985,1,20,1-2-1,0
12990,4,8,1-2-1,0
13410,13,19,1-2-1,0
13720,1,5,1-2-1,0
13720,1,15,1-2-1,0
13830,9,13,1-2-1,0
13830,13,9,1-2-1,0
13870,1,9,1-2-1,0
13870,9,1,1-2-1,0
13875,13,1,1-2-1,0
13880,1,13,1-2-1,0
14000,9,18,1-2-1,0
14145,14,17,1-2-1,0
14380,1,3,1-2-1,0
14405,9,11,1-2-1,0
14650,14,3,1-2-1,0
14660,1,11,1-2-1,0
14715,9,10,1-2-1,0
14870,1,19,1-2-1,0
14890,4,12,1-2-1,0
14890,9,4,1-2-1,0
14895,4,9,1-2-1,0
14915,9,12,1-2-1,0
15175,9,15,1-2-1,0
15570,4,12,1-2-1,0
15780,14,10,1-2-1,0
15810,9,10,1-2-1,0
15955,9,13,1-2-1,0
15955,13,9,1-2-1,0
15995,14,19,1-2-1,0
16020,13,12,1-2-1,0
16025,9,2,1-2-1,0
16415,13,14,1-2-1,0
16415,14,13,1-2-1,0
16510,1,3,1-2-1,0
16585,1,10,1-2-1,0
16595,1,6,1-2-1,0
16635,14,2,1-2-1,0
16900,4,20,1-2-1,0
16935,13,6,1-2-1,0
17030,4,11,1-2-1,0
17165,4,15,1-2-1,0
17165,4,14,1-2-1,0
17200,13,19,1-2-1,0
17215,4,3,1-2-1,0
17220,4,2,1-2-1,0
17220,13,9,1-2-1,0
17635,13,20,1-2-1,0
17860,1,3,1-2-1,0
17875,1,15,1-2-1,0
18825,13,12,1-2-1,0
19260,13,2,1-2-1,0
22295,1,13,1-2-1,0
22395,1,2,1-2-1,0
