tempo,origem,destino,msg_id,delivered,forward_util,source_file,msg_num,source_num,msg_forward_count_before,origem_forward_count_before,destino_receive_count_before,pair_count_before,msg_age,unique_receivers_before
385,1,8,1-2-1,0,1,r1.csv,0,0,0,0,0,0,0,0
555,1,6,1-2-1,0,1,r1.csv,0,0,1,1,0,0,170,1
1965,8,3,1-2-1,0,1,r1.csv,0,0,2,0,0,0,1580,2
1970,8,5,1-2-1,0,1,r1.csv,0,0,3,1,0,0,1585,3
1975,5,8,1-2-1,0,0,r1.csv,0,0,4,0,1,0,1590,4
2055,3,1,1-2-1,0,0,r1.csv,0,0,5,0,0,0,1670,4
2060,1,3,1-2-1,0,0,r1.csv,0,0,6,2,1,0,1675,5
2525,1,2,1-2-1,1,1,r1.csv,0,0,7,3,0,0,2140,5
3415,6,2,1-2-1,0,0,r1.csv,0,0,8,0,1,0,3030,6
3740,8,3,1-2-1,0,0,r1.csv,0,0,9,2,2,1,3355,6
3745,3,8,1-2-1,0,0,r1.csv,0,0,10,1,2,0,3360,6
3950,3,6,1-2-1,0,0,r1.csv,0,0,11,2,1,0,3565,6
3970,5,1,1-2-1,0,0,r1.csv,0,0,12,1,1,0,3585,6
4530,8,4,1-2-1,0,1,r1.csv,0,0,13,3,0,0,4145,6
4535,4,8,1-2-1,0,0,r1.csv,0,0,14,0,3,0,4150,7
4600,8,1,1-2-1,0,0,r1.csv,0,0,15,4,2,0,4215,7
5250,5,4,1-2-1,0,0,r1.csv,0,0,16,2,1,0,4865,7
5255,4,5,1-2-1,0,0,r1.csv,0,0,17,1,1,0,4870,7
6640,8,5,1-2-1,0,0,r1.csv,0,0,18,5,2,1,6255,7
6645,5,8,1-2-1,0,0,r1.csv,0,0,19,3,4,1,6260,7
6910,4,7,1-2-1,0,1,r1.csv,0,0,20,2,0,0,6525,7
7185,8,4,1-2-1,0,0,r1.csv,0,0,21,6,2,1,6800,8
7195,4,8,1-2-1,0,0,r1.csv,0,0,22,3,5,1,6810,8
7580,4,2,1-2-1,0,0,r1.csv,0,0,23,4,2,0,7195,8
7955,3,5,1-2-1,0,0,r1.csv,0,0,24,3,3,0,7570,8
7955,5,3,1-2-1,0,0,r1.csv,0,0,25,4,3,0,7570,8
8105,3,2,1-2-1,0,0,r1.csv,0,0,26,4,3,0,7720,8
9390,8,3,1-2-1,0,0,r1.csv,0,0,27,7,4,2,9005,8
9650,7,4,1-2-1,0,0,r1.csv,0,0,28,0,3,0,9265,8
9760,7,1,1-2-1,0,0,r1.csv,0,0,29,1,3,0,9375,8
10265,7,3,1-2-1,0,0,r1.csv,0,0,30,2,5,0,9880,8
10745,8,6,1-2-1,0,0,r1.csv,0,0,31,8,2,0,10360,8
12230,5,6,1-2-1,0,0,r1.csv,0,0,32,5,3,0,11845,8
12295,5,4,1-2-1,0,0,r1.csv,0,0,33,6,4,1,11910,8
14105,5,1,1-2-1,0,0,r1.csv,0,0,34,7,4,1,13720,8
14330,7,6,1-2-1,0,0,r1.csv,0,0,35,3,4,0,13945,8
14595,7,2,1-2-1,0,0,r1.csv,0,0,36,4,4,0,14210,8
15275,5,3,1-2-1,0,0,r1.csv,0,0,37,8,6,1,14890,8
15640,8,2,1-2-1,0,0,r1.csv,0,0,38,9,5,0,15255,8
18710,5,4,1-2-1,0,0,r1.csv,0,0,39,9,5,2,18325,8
19560,5,3,1-2-1,0,0,r1.csv,0,0,40,10,7,2,19175,8
22765,5,7,1-2-1,0,0,r1.csv,0,0,41,11,1,0,22380,8
24710,5,1,1-2-1,0,0,r1.csv,0,0,42,12,5,2,24325,8
26005,5,6,1-2-1,0,0,r1.csv,0,0,43,13,5,1,25620,8
26990,5,4,1-2-1,0,0,r1.csv,0,0,44,14,6,3,26605,8
27410,5,6,1-2-1,0,0,r1.csv,0,0,45,15,6,2,27025,8
29390,5,8,1-2-1,0,0,r1.csv,0,0,46,16,6,2,29005,8
31610,5,1,1-2-1,0,0,r1.csv,0,0,47,17,6,3,31225,8
33035,5,2,1-2-1,0,0,r1.csv,0,0,48,18,6,0,32650,8
7320,1,3,1-2-1,0,1,r10.csv,0,1,0,0,0,0,0,0
7645,3,2,1-2-1,1,1,r10.csv,0,1,1,0,0,0,325,1
9060,1,2,1-2-1,0,0,r10.csv,0,1,2,1,1,0,1740,2
2950,1,7,1-2-1,0,1,r100.csv,0,2,0,0,0,0,0,0
3085,1,8,1-2-1,0,1,r100.csv,0,2,1,1,0,0,135,1
4265,8,5,1-2-1,0,1,r100.csv,0,2,2,0,0,0,1315,2
4270,5,8,1-2-1,0,0,r100.csv,0,2,3,0,1,0,1320,3
4645,1,6,1-2-1,0,1,r100.csv,0,2,4,2,0,0,1695,3
4990,6,3,1-2-1,0,1,r100.csv,0,2,5,0,0,0,2040,4
4995,3,6,1-2-1,0,0,r100.csv,0,2,6,0,1,0,2045,5
5145,5,8,1-2-1,0,0,r100.csv,0,2,7,1,2,1,2195,5
5165,3,1,1-2-1,0,0,r100.csv,0,2,8,1,0,0,2215,5
5170,1,3,1-2-1,0,0,r100.csv,0,2,9,3,1,0,2220,6
5305,5,2,1-2-1,1,1,r100.csv,0,2,10,2,0,0,2355,6
5390,8,6,1-2-1,0,0,r100.csv,0,2,11,1,2,0,2440,7
5395,6,8,1-2-1,0,0,r100.csv,0,2,12,1,3,0,2445,7
5655,6,5,1-2-1,0,0,r100.csv,0,2,13,2,1,0,2705,7
6105,1,2,1-2-1,0,0,r100.csv,0,2,14,4,1,0,3155,7
6145,7,4,1-2-1,0,1,r100.csv,0,2,15,0,0,0,3195,7
6150,4,7,1-2-1,0,0,r100.csv,0,2,16,0,1,0,3200,8
6405,8,3,1-2-1,0,0,r100.csv,0,2,17,2,2,0,3455,8
6410,3,8,1-2-1,0,0,r100.csv,0,2,18,2,4,0,3460,8
6470,8,4,1-2-1,0,0,r100.csv,0,2,19,3,1,0,3520,8
6540,4,3,1-2-1,0,0,r100.csv,0,2,20,1,3,0,3590,8
6555,3,4,1-2-1,0,0,r100.csv,0,2,21,3,2,0,3605,8
6945,8,5,1-2-1,0,0,r100.csv,0,2,22,4,2,1,3995,8
7250,3,6,1-2-1,0,0,r100.csv,0,2,23,4,3,1,4300,8
7250,6,3,1-2-1,0,0,r100.csv,0,2,24,3,4,1,4300,8
8330,8,5,1-2-1,0,0,r100.csv,0,2,25,5,3,2,5380,8
8680,6,1,1-2-1,0,0,r100.csv,0,2,26,4,1,0,5730,8
9150,3,8,1-2-1,0,0,r100.csv,0,2,27,5,5,1,6200,8
9155,8,3,1-2-1,0,0,r100.csv,0,2,28,6,5,1,6205,8
9305,3,8,1-2-1,0,0,r100.csv,0,2,29,6,6,2,6355,8
9305,8,3,1-2-1,0,0,r100.csv,0,2,30,7,6,2,6355,8
9315,7,6,1-2-1,0,0,r100.csv,0,2,31,1,4,0,6365,8
9320,6,7,1-2-1,0,0,r100.csv,0,2,32,5,2,0,6370,8
9370,6,2,1-2-1,0,0,r100.csv,0,2,33,6,2,0,6420,8
10480,3,2,1-2-1,0,0,r100.csv,0,2,34,7,3,0,7530,8
10755,7,6,1-2-1,0,0,r100.csv,0,2,35,2,5,1,7805,8
10870,7,5,1-2-1,0,0,r100.csv,0,2,36,3,4,0,7920,8
11445,8,1,1-2-1,0,0,r100.csv,0,2,37,8,2,0,8495,8
12450,7,4,1-2-1,0,0,r100.csv,0,2,38,4,3,1,9500,8
12455,4,7,1-2-1,0,0,r100.csv,0,2,39,2,3,1,9505,8
12535,4,1,1-2-1,0,0,r100.csv,0,2,40,3,3,0,9585,8
12570,7,1,1-2-1,0,0,r100.csv,0,2,41,5,4,0,9620,8
13390,7,6,1-2-1,0,0,r100.csv,0,2,42,6,6,2,10440,8
13700,4,2,1-2-1,0,0,r100.csv,0,2,43,4,4,0,10750,8
14055,8,4,1-2-1,0,0,r100.csv,0,2,44,9,4,1,11105,8
14725,8,3,1-2-1,0,0,r100.csv,0,2,45,10,7,3,11775,8
14790,7,3,1-2-1,0,0,r100.csv,0,2,46,7,8,0,11840,8
15950,7,4,1-2-1,0,0,r100.csv,0,2,47,8,5,2,13000,8
16985,7,2,1-2-1,0,0,r100.csv,0,2,48,9,5,0,14035,8
17170,8,6,1-2-1,0,0,r100.csv,0,2,49,11,7,1,14220,8
20870,8,4,1-2-1,0,0,r100.csv,0,2,50,12,6,2,17920,8
20935,8,1,1-2-1,0,0,r100.csv,0,2,51,13,5,1,17985,8
21545,8,2,1-2-1,0,0,r100.csv,0,2,52,14,6,0,18595,8
1730,1,7,1-2-1,0,1,r101.csv,0,3,0,0,0,0,0,0
1770,1,7,1-2-1,0,0,r101.csv,0,3,1,1,1,1,40,1
2165,7,1,1-2-1,0,0,r101.csv,0,3,2,0,0,0,435,1
2170,1,7,1-2-1,0,0,r101.csv,0,3,3,2,2,2,440,2
4415,7,2,1-2-1,1,1,r101.csv,0,3,4,1,0,0,2685,2
6915,1,6,1-2-1,0,1,r101.csv,0,3,5,3,0,0,5185,3
9025,1,2,1-2-1,0,0,r101.csv,0,3,6,4,1,0,7295,4
9980,6,2,1-2-1,0,0,r101.csv,0,3,7,0,2,0,8250,4
285,1,2,1-2-1,1,1,r102.csv,0,4,0,0,0,0,0,0
855,1,7,1-2-1,0,1,r103.csv,0,5,0,0,0,0,0,0
1010,7,6,1-2-1,0,1,r103.csv,0,5,1,0,0,0,155,1
1085,1,6,1-2-1,0,0,r103.csv,0,5,2,1,1,0,230,2
1085,6,1,1-2-1,0,0,r103.csv,0,5,3,0,0,0,230,2
1365,1,7,1-2-1,0,0,r103.csv,0,5,4,2,1,1,510,3
1365,7,1,1-2-1,0,0,r103.csv,0,5,5,1,1,0,510,3
1495,6,5,1-2-1,0,1,r103.csv,0,5,6,1,0,0,640,3
1650,7,3,1-2-1,0,1,r103.csv,0,5,7,2,0,0,795,4
2220,1,2,1-2-1,1,1,r103.csv,0,5,8,3,0,0,1365,5
2665,6,4,1-2-1,0,1,r103.csv,0,5,9,2,0,0,1810,6
2670,4,6,1-2-1,0,0,r103.csv,0,5,10,0,2,0,1815,7
2755,4,7,1-2-1,0,0,r103.csv,0,5,11,1,2,0,1900,7
2755,7,4,1-2-1,0,0,r103.csv,0,5,12,3,1,0,1900,7
2890,6,2,1-2-1,0,0,r103.csv,0,5,13,3,1,0,2035,7
3085,5,2,1-2-1,0,0,r103.csv,0,5,14,0,2,0,2230,7
3605,3,2,1-2-1,0,0,r103.csv,0,5,15,0,3,0,2750,7
4160,4,6,1-2-1,0,0,r103.csv,0,5,16,2,3,1,3305,7
4355,4,5,1-2-1,0,0,r103.csv,0,5,17,3,1,0,3500,7
5665,4,2,1-2-1,0,0,r103.csv,0,5,18,4,4,0,4810,7
12410,7,8,1-2-1,0,1,r103.csv,0,5,19,4,0,0,11555,7
12450,8,5,1-2-1,0,0,r103.csv,0,5,20,0,2,0,11595,8
12480,7,4,1-2-1,0,0,r103.csv,0,5,21,5,2,1,11625,8
12875,8,2,1-2-1,0,0,r103.csv,0,5,22,1,5,0,12020,8
13700,7,6,1-2-1,0,0,r103.csv,0,5,23,6,4,1,12845,8
13750,7,1,1-2-1,0,0,r103.csv,0,5,24,7,2,1,12895,8
14370,7,1,1-2-1,0,0,r103.csv,0,5,25,8,3,2,13515,8
14705,7,5,1-2-1,0,0,r103.csv,0,5,26,9,3,0,13850,8
14990,7,2,1-2-1,0,0,r103.csv,0,5,27,10,6,0,14135,8
1370,1,6,1-2-1,0,1,r104.csv,0,6,0,0,0,0,0,0
1455,6,8,1-2-1,0,1,r104.csv,0,6,1,0,0,0,85,1
1620,6,7,1-2-1,0,1,r104.csv,0,6,2,1,0,0,250,2
2670,6,2,1-2-1,1,1,r104.csv,0,6,3,2,0,0,1300,3
3015,8,6,1-2-1,0,0,r104.csv,0,6,4,0,1,0,1645,4
3120,1,4,1-2-1,0,1,r104.csv,0,6,5,1,0,0,1750,4
3245,8,5,1-2-1,0,1,r104.csv,0,6,6,1,0,0,1875,5
3330,8,2,1-2-1,0,0,r104.csv,0,6,7,2,1,0,1960,6
4360,4,3,1-2-1,0,1,r104.csv,0,6,8,0,0,0,2990,6
4365,3,4,1-2-1,0,0,r104.csv,0,6,9,0,1,0,2995,7
4430,3,2,1-2-1,0,0,r104.csv,0,6,10,1,2,0,3060,7
4460,4,6,1-2-1,0,0,r104.csv,0,6,11,1,2,0,3090,7
4535,7,4,1-2-1,0,0,r104.csv,0,6,12,0,2,0,3165,7
4540,4,7,1-2-1,0,0,r104.csv,0,6,13,2,1,0,3170,7
4615,7,2,1-2-1,0,0,r104.csv,0,6,14,1,3,0,3245,7
5090,4,2,1-2-1,0,0,r104.csv,0,6,15,3,4,0,3720,7
5200,5,4,1-2-1,0,0,r104.csv,0,6,16,0,3,0,3830,7
7045,1,3,1-2-1,0,0,r104.csv,0,6,17,2,1,0,5675,7
11610,1,4,1-2-1,0,0,r104.csv,0,6,18,3,4,1,10240,7
12175,1,6,1-2-1,0,0,r104.csv,0,6,19,4,3,1,10805,7
13040,1,7,1-2-1,0,0,r104.csv,0,6,20,5,2,0,11670,7
13145,1,5,1-2-1,0,0,r104.csv,0,6,21,6,1,0,11775,7
14620,5,7,1-2-1,0,0,r104.csv,0,6,22,1,3,0,13250,7
14625,5,6,1-2-1,0,0,r104.csv,0,6,23,2,4,0,13255,7
15295,1,7,1-2-1,0,0,r104.csv,0,6,24,7,4,1,13925,7
17820,5,4,1-2-1,0,0,r104.csv,0,6,25,3,5,1,16450,7
18650,5,6,1-2-1,0,0,r104.csv,0,6,26,4,5,1,17280,7
21210,1,2,1-2-1,0,0,r104.csv,0,6,27,8,5,0,19840,7
22885,5,7,1-2-1,0,0,r104.csv,0,6,28,5,5,1,21515,7
24825,5,6,1-2-1,0,0,r104.csv,0,6,29,6,6,2,23455,7
24905,5,8,1-2-1,0,0,r104.csv,0,6,30,7,1,0,23535,7
25995,5,4,1-2-1,0,0,r104.csv,0,6,31,8,6,2,24625,7
27230,5,2,1-2-1,0,0,r104.csv,0,6,32,9,6,0,25860,7
480,1,5,1-2-1,0,1,r105.csv,0,7,0,0,0,0,0,0
2440,1,3,1-2-1,0,1,r105.csv,0,7,1,1,0,0,1960,1
2550,1,7,1-2-1,0,1,r105.csv,0,7,2,2,0,0,2070,2
2820,5,8,1-2-1,0,1,r105.csv,0,7,3,0,0,0,2340,3
2915,1,4,1-2-1,0,1,r105.csv,0,7,4,3,0,0,2435,4
3970,3,6,1-2-1,0,1,r105.csv,0,7,5,0,0,0,3490,5
4465,8,6,1-2-1,0,0,r105.csv,0,7,6,0,1,0,3985,6
4470,6,8,1-2-1,0,0,r105.csv,0,7,7,0,1,0,3990,6
4490,5,2,1-2-1,1,1,r105.csv,0,7,8,1,0,0,4010,6
4535,8,5,1-2-1,0,0,r105.csv,0,7,9,1,1,0,4055,7
4555,3,6,1-2-1,0,0,r105.csv,0,7,10,1,2,1,4075,7
4555,6,3,1-2-1,0,0,r105.csv,0,7,11,1,1,0,4075,7
4655,3,2,1-2-1,0,0,r105.csv,0,7,12,2,1,0,4175,7
4970,7,4,1-2-1,0,0,r105.csv,0,7,13,0,1,0,4490,7
4975,4,7,1-2-1,0,0,r105.csv,0,7,14,0,1,0,4495,7
5240,4,6,1-2-1,0,0,r105.csv,0,7,15,1,3,0,4760,7
5240,6,4,1-2-1,0,0,r105.csv,0,7,16,2,2,0,4760,7
5420,6,4,1-2-1,0,0,r105.csv,0,7,17,3,3,1,4940,7
5425,4,6,1-2-1,0,0,r105.csv,0,7,18,2,4,1,4945,7
5560,1,4,1-2-1,0,0,r105.csv,0,7,19,4,4,1,5080,7
5560,4,1,1-2-1,0,0,r105.csv,0,7,20,3,0,0,5080,7
5600,8,2,1-2-1,0,0,r105.csv,0,7,21,2,2,0,5120,8
5710,7,4,1-2-1,0,0,r105.csv,0,7,22,1,5,1,5230,8
5715,4,7,1-2-1,0,0,r105.csv,0,7,23,4,2,1,5235,8
5950,7,3,1-2-1,0,0,r105.csv,0,7,24,2,2,0,5470,8
6200,6,5,1-2-1,0,0,r105.csv,0,7,25,4,2,0,5720,8
6400,4,1,1-2-1,0,0,r105.csv,0,7,26,5,1,1,5920,8
6405,1,4,1-2-1,0,0,r105.csv,0,7,27,5,6,2,5925,8
6625,6,4,1-2-1,0,0,r105.csv,0,7,28,5,7,2,6145,8
6630,4,6,1-2-1,0,0,r105.csv,0,7,29,6,5,2,6150,8
7240,7,3,1-2-1,0,0,r105.csv,0,7,30,3,3,1,6760,8
7405,1,3,1-2-1,0,0,r105.csv,0,7,31,6,4,1,6925,8
8265,7,1,1-2-1,0,0,r105.csv,0,7,32,4,2,0,7785,8
8270,1,7,1-2-1,0,0,r105.csv,0,7,33,7,3,1,7790,8
8675,4,7,1-2-1,0,0,r105.csv,0,7,34,7,4,2,8195,8
8675,7,4,1-2-1,0,0,r105.csv,0,7,35,5,8,2,8195,8
9260,6,2,1-2-1,0,0,r105.csv,0,7,36,6,3,0,8780,8
9275,1,2,1-2-1,0,0,r105.csv,0,7,37,8,4,0,8795,8
9690,4,1,1-2-1,0,0,r105.csv,0,7,38,8,3,2,9210,8
9785,7,5,1-2-1,0,0,r105.csv,0,7,39,6,3,0,9305,8
9955,7,3,1-2-1,0,0,r105.csv,0,7,40,7,5,2,9475,8
10410,4,2,1-2-1,0,0,r105.csv,0,7,41,9,5,0,9930,8
10605,7,4,1-2-1,0,0,r105.csv,0,7,42,8,9,3,10125,8
10775,7,8,1-2-1,0,0,r105.csv,0,7,43,9,2,0,10295,8
12375,7,2,1-2-1,0,0,r105.csv,0,7,44,10,6,0,11895,8
280,1,6,1-2-1,0,1,r106.csv,0,8,0,0,0,0,0,0
1750,6,3,1-2-1,0,1,r106.csv,0,8,1,0,0,0,1470,1
1880,6,2,1-2-1,1,1,r106.csv,0,8,2,1,0,0,1600,2
3665,1,5,1-2-1,0,1,r106.csv,0,8,3,1,0,0,3385,3
4305,3,8,1-2-1,0,1,r106.csv,0,8,4,0,0,0,4025,4
5070,5,4,1-2-1,0,1,r106.csv,0,8,5,0,0,0,4790,5
5075,4,5,1-2-1,0,0,r106.csv,0,8,6,0,1,0,4795,6
5655,1,7,1-2-1,0,1,r106.csv,0,8,7,2,0,0,5375,6
5770,8,5,1-2-1,0,0,r106.csv,0,8,8,0,2,0,5490,7
5775,5,8,1-2-1,0,0,r106.csv,0,8,9,1,1,0,5495,7
6175,5,2,1-2-1,0,0,r106.csv,0,8,10,2,1,0,5895,7
6835,3,4,1-2-1,0,0,r106.csv,0,8,11,1,1,0,6555,7
6835,4,3,1-2-1,0,0,r106.csv,0,8,12,1,1,0,6555,7
7275,3,2,1-2-1,0,0,r106.csv,0,8,13,2,2,0,6995,7
7480,1,2,1-2-1,0,0,r106.csv,0,8,14,3,3,0,7200,7
7485,7,1,1-2-1,0,0,r106.csv,0,8,15,0,0,0,7205,7
7500,7,2,1-2-1,0,0,r106.csv,0,8,16,1,4,0,7220,8
8395,8,7,1-2-1,0,0,r106.csv,0,8,17,1,1,0,8115,8
8840,8,3,1-2-1,0,0,r106.csv,0,8,18,2,2,0,8560,8
9600,8,6,1-2-1,0,0,r106.csv,0,8,19,3,1,0,9320,8
11120,4,3,1-2-1,0,0,r106.csv,0,8,20,2,3,1,10840,8
11470,4,6,1-2-1,0,0,r106.csv,0,8,21,3,2,0,11190,8
12015,4,5,1-2-1,0,0,r106.csv,0,8,22,4,3,1,11735,8
12390,4,2,1-2-1,0,0,r106.csv,0,8,23,5,5,0,12110,8
12505,8,6,1-2-1,0,0,r106.csv,0,8,24,4,3,1,12225,8
15765,8,5,1-2-1,0,0,r106.csv,0,8,25,5,4,1,15485,8
16225,8,2,1-2-1,0,0,r106.csv,0,8,26,6,6,0,15945,8
395,1,8,1-2-1,0,1,r107.csv,0,9,0,0,0,0,0,0
1855,1,3,1-2-1,0,1,r107.csv,0,9,1,1,0,0,1460,1
1885,1,3,1-2-1,0,0,r107.csv,0,9,2,2,1,1,1490,2
2080,1,5,1-2-1,0,1,r107.csv,0,9,3,3,0,0,1685,2
2485,1,3,1-2-1,0,0,r107.csv,0,9,4,4,2,2,2090,3
2485,3,1,1-2-1,0,0,r107.csv,0,9,5,0,0,0,2090,3
2555,8,2,1-2-1,1,1,r107.csv,0,9,6,0,0,0,2160,4
3555,1,8,1-2-1,0,0,r107.csv,0,9,7,5,1,1,3160,5
3670,3,7,1-2-1,0,1,r107.csv,0,9,8,1,0,0,3275,5
3700,1,3,1-2-1,0,0,r107.csv,0,9,9,6,3,3,3305,6
3700,3,1,1-2-1,0,0,r107.csv,0,9,10,2,1,1,3305,6
3715,1,7,1-2-1,0,0,r107.csv,0,9,11,7,1,0,3320,6
3715,7,1,1-2-1,0,0,r107.csv,0,9,12,0,2,0,3320,6
4140,5,6,1-2-1,0,1,r107.csv,0,9,13,0,0,0,3745,6
4370,6,7,1-2-1,0,0,r107.csv,0,9,14,0,2,0,3975,7
4370,7,6,1-2-1,0,0,r107.csv,0,9,15,1,1,0,3975,7
5100,3,5,1-2-1,0,0,r107.csv,0,9,16,3,1,0,4705,7
5110,5,3,1-2-1,0,0,r107.csv,0,9,17,1,4,0,4715,7
5125,5,3,1-2-1,0,0,r107.csv,0,9,18,2,5,1,4730,7
5150,5,1,1-2-1,0,0,r107.csv,0,9,19,3,3,0,4755,7
5155,1,5,1-2-1,0,0,r107.csv,0,9,20,8,2,1,4760,7
5175,1,3,1-2-1,0,0,r107.csv,0,9,21,9,6,4,4780,7
5175,3,1,1-2-1,0,0,r107.csv,0,9,22,4,4,2,4780,7
5195,5,3,1-2-1,0,0,r107.csv,0,9,23,4,7,2,4800,7
5425,5,8,1-2-1,0,0,r107.csv,0,9,24,5,2,0,5030,7
5745,7,6,1-2-1,0,0,r107.csv,0,9,25,2,2,1,5350,7
5750,6,7,1-2-1,0,0,r107.csv,0,9,26,1,3,1,5355,7
6205,5,2,1-2-1,0,0,r107.csv,0,9,27,6,1,0,5810,7
8580,3,8,1-2-1,0,0,r107.csv,0,9,28,5,3,0,8185,7
8695,3,7,1-2-1,0,0,r107.csv,0,9,29,6,4,1,8300,7
8695,7,3,1-2-1,0,0,r107.csv,0,9,30,3,8,0,8300,7
9245,3,1,1-2-1,0,0,r107.csv,0,9,31,7,5,3,8850,7
9250,1,3,1-2-1,0,0,r107.csv,0,9,32,10,9,5,8855,7
11195,6,5,1-2-1,0,0,r107.csv,0,9,33,2,3,0,10800,7
11230,7,1,1-2-1,0,0,r107.csv,0,9,34,4,6,1,10835,7
11245,1,7,1-2-1,0,0,r107.csv,0,9,35,11,5,1,10850,7
11470,1,8,1-2-1,0,0,r107.csv,0,9,36,12,4,2,11075,7
11565,7,4,1-2-1,0,1,r107.csv,0,9,37,5,0,0,11170,7
12070,1,8,1-2-1,0,0,r107.csv,0,9,38,13,5,3,11675,8
12610,6,1,1-2-1,0,0,r107.csv,0,9,39,3,7,0,12215,8
12615,1,6,1-2-1,0,0,r107.csv,0,9,40,14,3,0,12220,8
12660,1,8,1-2-1,0,0,r107.csv,0,9,41,15,6,4,12265,8
13190,6,2,1-2-1,0,0,r107.csv,0,9,42,4,2,0,12795,8
13815,4,8,1-2-1,0,0,r107.csv,0,9,43,0,7,0,13420,8
14045,1,8,1-2-1,0,0,r107.csv,0,9,44,16,8,5,13650,8
14360,7,2,1-2-1,0,0,r107.csv,0,9,45,6,3,0,13965,8
14440,4,3,1-2-1,0,0,r107.csv,0,9,46,1,10,0,14045,8
14445,3,4,1-2-1,0,0,r107.csv,0,9,47,8,1,0,14050,8
14450,3,8,1-2-1,0,0,r107.csv,0,9,48,9,9,1,14055,8
15345,1,7,1-2-1,0,0,r107.csv,0,9,49,17,6,2,14950,8
16290,1,6,1-2-1,0,0,r107.csv,0,9,50,18,4,1,15895,8
16625,3,6,1-2-1,0,0,r107.csv,0,9,51,10,5,0,16230,8
16980,1,2,1-2-1,0,0,r107.csv,0,9,52,19,4,0,16585,8
18675,4,8,1-2-1,0,0,r107.csv,0,9,53,2,10,1,18280,8
18740,4,5,1-2-1,0,0,r107.csv,0,9,54,3,4,0,18345,8
18830,3,7,1-2-1,0,0,r107.csv,0,9,55,11,7,2,18435,8
18905,3,2,1-2-1,0,0,r107.csv,0,9,56,12,5,0,18510,8
19320,4,1,1-2-1,0,0,r107.csv,0,9,57,4,8,0,18925,8
20065,4,5,1-2-1,0,0,r107.csv,0,9,58,5,5,1,19670,8
21570,4,2,1-2-1,0,0,r107.csv,0,9,59,6,6,0,21175,8
915,1,3,1-2-1,0,1,r108.csv,0,10,0,0,0,0,0,0
1650,1,2,1-2-1,1,1,r108.csv,0,10,1,1,0,0,735,1
3285,3,5,1-2-1,0,1,r108.csv,0,10,2,0,0,0,2370,2
3380,5,8,1-2-1,0,1,r108.csv,0,10,3,0,0,0,2465,3
3415,8,3,1-2-1,0,0,r108.csv,0,10,4,0,1,0,2500,4
3420,3,8,1-2-1,0,0,r108.csv,0,10,5,1,1,0,2505,4
4210,8,3,1-2-1,0,0,r108.csv,0,10,6,1,2,1,3295,4
4215,3,8,1-2-1,0,0,r108.csv,0,10,7,2,2,1,3300,4
4675,5,3,1-2-1,0,0,r108.csv,0,10,8,1,3,0,3760,4
4680,3,5,1-2-1,0,0,r108.csv,0,10,9,3,1,1,3765,4
5895,3,6,1-2-1,0,1,r108.csv,0,10,10,4,0,0,4980,4
6035,3,2,1-2-1,0,0,r108.csv,0,10,11,5,1,0,5120,5
6390,5,2,1-2-1,0,0,r108.csv,0,10,12,2,2,0,5475,5
8615,8,7,1-2-1,0,1,r108.csv,0,10,13,2,0,0,7700,5
9045,7,2,1-2-1,0,0,r108.csv,0,10,14,0,3,0,8130,6
9680,8,4,1-2-1,0,1,r108.csv,0,10,15,3,0,0,8765,6
9685,4,8,1-2-1,0,0,r108.csv,0,10,16,0,3,0,8770,7
10130,6,2,1-2-1,0,0,r108.csv,0,10,17,0,4,0,9215,7
10575,4,5,1-2-1,0,0,r108.csv,0,10,18,1,2,0,9660,7
11410,8,5,1-2-1,0,0,r108.csv,0,10,19,4,3,0,10495,7
11765,8,3,1-2-1,0,0,r108.csv,0,10,20,5,4,2,10850,7
12830,8,1,1-2-1,0,0,r108.csv,0,10,21,6,0,0,11915,7
13095,8,7,1-2-1,0,0,r108.csv,0,10,22,7,1,1,12180,8
13320,4,8,1-2-1,0,0,r108.csv,0,10,23,2,4,1,12405,8
13320,8,4,1-2-1,0,0,r108.csv,0,10,24,8,1,1,12405,8
13555,4,5,1-2-1,0,0,r108.csv,0,10,25,3,4,1,12640,8
16480,4,2,1-2-1,0,0,r108.csv,0,10,26,4,5,0,15565,8
16640,8,3,1-2-1,0,0,r108.csv,0,10,27,9,5,3,15725,8
16870,8,3,1-2-1,0,0,r108.csv,0,10,28,10,6,4,15955,8
20455,8,4,1-2-1,0,0,r108.csv,0,10,29,11,2,2,19540,8
28630,8,7,1-2-1,0,0,r108.csv,0,10,30,12,2,2,27715,8
29420,8,5,1-2-1,0,0,r108.csv,0,10,31,13,5,1,28505,8
29540,8,2,1-2-1,0,0,r108.csv,0,10,32,14,6,0,28625,8
2240,1,8,1-2-1,0,1,r109.csv,0,11,0,0,0,0,0,0
2470,1,3,1-2-1,0,1,r109.csv,0,11,1,1,0,0,230,1
3855,1,6,1-2-1,0,1,r109.csv,0,11,2,2,0,0,1615,2
4485,3,1,1-2-1,0,0,r109.csv,0,11,3,0,0,0,2245,3
4490,1,3,1-2-1,0,0,r109.csv,0,11,4,3,1,1,2250,4
4620,1,7,1-2-1,0,1,r109.csv,0,11,5,4,0,0,2380,4
4830,1,2,1-2-1,1,1,r109.csv,0,11,6,5,0,0,2590,5
4950,6,2,1-2-1,0,0,r109.csv,0,11,7,0,1,0,2710,6
